year,brand,model,location,price,mileage,body_type,exterior_colour,interior_colour,door,passenger,transmission,drive_type,displacement,cylinder,fuel,country,vehicle_id
2014,BMW,X3,Hamilton,18950,121349,SUV,Black,Black,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,7319
2016,Ford,Escape,Hamilton,13999,63916,SUV,Gray,Black,4,5,Automatic,FWD,1.6,4,Gasoline,USA,7320
2009,Hyundai,Santa,Hamilton,6499,123715,SUV,Green,Black,4,5,Automatic,AWD,3.3,6,Gasoline,Korea,7321
2017,GMC,Savana,Hamilton,22495,45475,Commercial,White,Gray,3,2,Automatic,RWD,4.8,8,Gasoline,USA,7322
2017,GMC,Savana,Hamilton,20995,46375,Commercial,White,Gray,3,2,Automatic,RWD,4.8,8,Gasoline,USA,7323
2012,Hyundai,Tucson,Hamilton,8998,161759,SUV,Brown,Black,4,5,Automatic,AWD,2.4,4,Gasoline,Korea,7324
2016,Honda,HR-V,Hamilton,12398,181353,SUV,White,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7325
2006,Audi,A4,Hamilton,5450,162000,Sedan,Gray,Gray,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,7326
2020,Toyota,Corolla,Hamilton,20588,36811,Sedan,Gray,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7327
2015,Dodge,Grand,Hamilton,14488,65199,Van,Gray,Black,4,7,Automatic,FWD,3.6,6,Gasoline,USA,7328
2016,Toyota,RAV4,Hamilton,24998,71286,SUV,Black,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,7329
2011,Ford,Escape,Hamilton,7499,145267,SUV,Red,Black,4,5,Automatic,4x4,2.5,4,Gasoline,USA,7330
2011,Hyundai,Elantra,Hamilton,4995,173000,Wagon,Blue,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Korea,7331
2013,BMW,5,Hamilton,14995,108000,Sedan,Blue,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,7332
2018,Nissan,Qashqai,Hamilton,20998,39488,SUV,Green,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Japan,7333
2012,Jeep,Grand,Hamilton,16950,81440,SUV,Silver,Black,4,5,Automatic,4x4,3.6,6,Gasoline,USA,7334
2016,Audi,Q3,Hamilton,22995,79372,SUV,White,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,7335
2014,Subaru,XV,Hamilton,13490,155145,SUV,Green,Black,5,5,Automatic,AWD,2.0,4,Gasoline,Japan,7336
2012,Dodge,Journey,Hamilton,8992,118446,SUV,Silver,Black,4,5,Automatic,FWD,2.4,4,Gasoline,USA,7337
2014,Toyota,Matrix,Hamilton,15995,37472,Hatchback,Silver,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7338
2013,Ford,Focus,Hamilton,7995,122699,Hatchback,Silver,Black,4,5,Automatic,FWD,2.0,4,Gasoline,USA,7339
2013,Hyundai,Sonata,Hamilton,6495,176860,Sedan,Silver,Gray,4,5,Automatic,FWD,2.4,4,Gasoline,Korea,7340
2014,Subaru,BRZ,Hamilton,15990,76450,Coupe,Gray,Black,2,4,Manual,RWD,2.0,4,Gasoline,Japan,7341
2014,Hyundai,Elantra,Hamilton,10998,107485,Sedan,White/Black,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Korea,7342
2015,Mitsubishi,Lancer,Hamilton,8999,154210,Sedan,Black,Black,4,5,Automatic,4x4,2.4,4,Gasoline,Japan,7343
2019,Volkswagen,Jetta,Hamilton,25999,24973,Sedan,White,Black,4,5,Automatic,FWD,1.4,4,Gasoline,Germany,7344
2017,Dodge,Journey,Hamilton,10899,63254,SUV,White/Black,Black,4,5,Automatic,F4A,0.0,4,Gasoline,USA,7345
2016,Toyota,Corolla,Hamilton,15998,102247,Sedan,Black,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7346
2019,Toyota,Corolla,Hamilton,18388,31704,Sedan,Brown,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7347
2012,Toyota,Yaris,Hamilton,7999,148590,Hatchback,Black,Black,4,5,Automatic,FWD,1.5,4,Gasoline,Japan,7348
2018,Hyundai,Elantra,Hamilton,14999,88374,Sedan,Gray,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Korea,7349
2007,Honda,Odyssey,Hamilton,5695,202870,Van,Silver,Gray,4,7,Automatic,FWD,3.5,6,Gasoline,Japan,7350
2011,Honda,CR-V,Hamilton,8995,172285,SUV,Silver,Black,4,5,Automatic,FWD,2.4,4,Gasoline,Japan,7351
2013,Kia,Sportage,Hamilton,6995,176000,SUV,Black,Black,4,5,Manual,FWD,2.4,4,Gasoline,Korea,7352
2016,Chevrolet,Cruze,Hamilton,8995,147474,Sedan,Black,Black,4,5,Automatic,FWD,1.4,4,Gasoline,USA,7353
2017,Volkswagen,Tiguan,Hamilton,22499,64625,SUV,White/Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,7354
2016,Volkswagen,Jetta,Hamilton,12699,98640,Sedan,White/Black,Black,4,5,Automatic,FWD,1.4,4,Gasoline,Germany,7355
2013,Dodge,Grand,Hamilton,12900,93788,Van,White,Black,4,7,Automatic,FWD,3.6,6,Gasoline,USA,7356
2016,Nissan,Maxima,Hamilton,15900,138568,Sedan,White,Black,4,5,Automatic,FWD,3.5,6,Gasoline,Japan,7357
2013,Hyundai,Sonata,Hamilton,5999,184950,Sedan,Blue,Black,4,5,Automatic,FWD,2.4,4,Gasoline,Korea,7358
2012,Volkswagen,Golf,Hamilton,4995,254450,Wagon,White,Black,4,5,Automatic,FWD,2.0,4,Diesel,Germany,7359
2010,Jeep,Patriot,Hamilton,4995,136,SUV,Green,Black,4,5,Automatic,4x4,2.4,4,Gasoline,USA,7360
2012,Volkswagen,Tiguan,Hamilton,6995,177250,SUV,White,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Germany,7361
2013,Volkswagen,Jetta,Hamilton,9995,126600,Sedan,Black,Black,4,5,Automatic,FWD,2.0,4,Diesel,Germany,7362
2011,Honda,Accord,Hamilton,4999,247262,Sedan,Silver,Black,4,5,Automatic,FWD,2.4,4,Gasoline,Japan,7363
2008,Cadillac,CTS,Hamilton,5499,158358,Coupe,Silver,Gray,4,5,Automatic,RWD,3.6,6,Gasoline,USA,7364
2010,Chevrolet,Equinox,Hamilton,4999,198000,SUV,White/Black,Black,4,5,Automatic,AWD,2.4,4,Gasoline,USA,7365
2012,Dodge,Grand,Hamilton,5999,212104,Van,Black,Black,4,7,Automatic,FWD,3.6,6,Gasoline,USA,7366
2012,Nissan,Rogue,Hamilton,6499,146157,SUV,Gray,Black,4,5,Automatic,FWD,2.5,4,Gasoline,Japan,7367
2013,Volkswagen,Jetta,Hamilton,5499,196217,Sedan,Black,Black,4,5,Automatic,FWD,0.0,4,Gasoline,Germany,7368
2013,Volkswagen,Passat,Hamilton,9999,110230,Sedan,Purple,Tan,4,5,Automatic,FWD,2.0,4,Diesel,Germany,7369
2009,BMW,X3,Hamilton,7995,147980,Wagon,White,Black,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,7370
2012,Ram,1500,Hamilton,14495,128766,Truck,Red,Gray,4,6,Automatic,4x4,5.7,8,Gasoline,USA,7371
2016,Audi,Q5,Hamilton,24995,75884,SUV,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,7372
2017,Volkswagen,Touareg,Hamilton,29999,51268,SUV,Brown,Black,4,5,Automatic,4x4,3.6,6,Gasoline,Germany,7373
2016,Nissan,Altima,Hamilton,16700,72411,Sedan,Gray,Black,4,5,Automatic,FWD,2.5,4,Gasoline,Japan,7374
2012,Volkswagen,Beetle,Hamilton,12950,93162,Coupe,Black,Black,2,4,Automatic,FWD,2.5,5,Gasoline,Germany,7375
2007,Toyota,Sienna,Hamilton,5495,235000,Wagon,White,Gray,4,7,Automatic,FWD,3.5,6,Gasoline,Japan,7376
2015,Kia,Forte,Hamilton,7495,144594,Sedan,White,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Korea,7377
2011,Kia,Borrego,Hamilton,7995,198000,SUV,Red,Black,4,8,Automatic,4x4,4.6,8,Gasoline,Korea,7378
2011,Ford,Edge,Hamilton,9495,134000,Wagon,Black,Black,4,5,Automatic,FWD,3.5,6,Gasoline,USA,7379
2009,Nissan,Murano,Hamilton,4495,239423,SUV,Gray,Gray,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,7380
2013,Volkswagen,Beetle,Hamilton,8900,118984,Coupe,White,Black,2,4,Manual,FWD,2.5,5,Gasoline,Germany,7381
2008,Honda,Civic,Hamilton,3998,281409,Sedan,White/Black,Gray,4,5,Manual,FWD,1.8,4,Gasoline,Japan,7382
2020,Toyota,Corolla,Hamilton,20588,34522,Sedan,White,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7383
2020,Toyota,Corolla,Hamilton,20588,31610,Sedan,Silver,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7384
2020,Toyota,Corolla,Hamilton,20588,27599,Sedan,Silver,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7385
2017,Toyota,Tundra,Hamilton,39255,63355,Truck,White,Black,4,5,Automatic,4x4,5.7,8,Gasoline,Japan,7386
2020,Toyota,Corolla,Hamilton,20588,29071,Sedan,White,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7387
2020,Toyota,Corolla,Hamilton,20588,25569,Sedan,Silver,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7388
2020,Toyota,Corolla,Hamilton,20588,31722,Sedan,White,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7389
2005,Chevrolet,SSR,Hamilton,28490,73000,Convertible,Yellow,Black,2,2,Automatic,RWD,6.0,8,Gasoline,USA,7390
2011,Chrysler,300,Hamilton,12999,139712,Sedan,Gray,Black,4,5,Automatic,RWD,5.7,8,Gasoline,USA,7391
2013,Ford,Edge,Hamilton,9999,158185,Sedan,White,Black,4,5,Automatic,FWD,3.5,6,Gasoline,USA,7392
2018,Volkswagen,Atlas,Hamilton,36999,68670,SUV,White/Black,Black,4,7,Automatic,AWD,3.6,6,Gasoline,Germany,7393
2020,Toyota,Corolla,Hamilton,20588,31054,Sedan,Silver,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7394
2020,Volkswagen,Tiguan,Hamilton,44899,90,SUV,White/Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,7395
2011,Mercedes-Benz,GLK-Class,Hamilton,14995,79680,Wagon,Gray,Black,4,5,Automatic,AWD,3.5,6,Gasoline,Germany,7396
2003,Toyota,Corolla,Hamilton,4995,106145,Sedan,Silver,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7397
2013,Volkswagen,Jetta,Hamilton,6495,158250,Sedan,White,Black,4,5,Manual,FWD,2.0,4,Gasoline,Germany,7398
2015,Nissan,Micra,Hamilton,7998,58958,Hatchback,Red,Black,4,5,Manual,FWD,1.6,4,Gasoline,Japan,7399
2012,Volkswagen,Jetta,Hamilton,8499,177625,Sedan,White,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Germany,7400
2018,Subaru,WRX,Hamilton,22199,22803,Sedan,White/Black,Black,4,5,Automatic,F4A,0.0,4,Gasoline,Japan,7401
2012,Nissan,Versa,Hamilton,8998,105423,Sedan,Black,Black,4,5,Automatic,FWD,1.6,4,Gasoline,Japan,7402
2016,Infiniti,QX50,Hamilton,22995,65000,SUV,Black,Black,4,5,Automatic,AWD,3.7,6,Gasoline,Japan,7403
2019,Toyota,Highlander,Hamilton,44888,12874,SUV,White,Black,4,7,Automatic,AWD,3.5,6,Gasoline,Japan,7404
2014,Ford,Fusion,Hamilton,11999,114817,Sedan,Black,Black,4,5,Automatic,FWD,2.0,4,Electric,USA,7405
2015,Mazda,Mazda3,Hamilton,9495,159039,Sedan,Blue,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Japan,7406
2015,Chevrolet,Cruze,Hamilton,7995,129358,Sedan,Silver,Gray,4,5,Manual,FWD,1.4,4,Gasoline,USA,7407
2010,Ford,Fusion,Hamilton,4495,195325,Sedan,Gold,Black,4,5,Automatic,FWD,2.5,4,Gasoline,USA,7408
2018,Volkswagen,Tiguan,Hamilton,25999,17147,SUV,White,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,7409
2019,Volkswagen,Tiguan,Hamilton,26999,12237,SUV,Blue,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,7410
2016,Subaru,Outback,Hamilton,15988,130627,SUV,White/Black,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,7411
2013,Hyundai,Accent,Hamilton,8999,83902,Hatchback,White,Black,4,5,Automatic,FWD,1.6,4,Gasoline,Korea,7412
2016,Honda,Odyssey,Hamilton,24988,71997,Van,White,Black,4,8,Automatic,FWD,3.5,6,Gasoline,Japan,7413
2018,Nissan,Sentra,Hamilton,15999,34211,Sedan,Gray,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7414
2015,MINI,Cooper,Hamilton,15999,48437,Hatchback,Black,Black,2,4,Manual,FWD,2.0,4,Gasoline,UK,7415
2015,Subaru,Outback,Hamilton,21999,65158,SUV,Blue,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,7416
2016,Nissan,Altima,Hamilton,10899,116439,Sedan,White/Black,Black,4,5,Automatic,F4A,0.0,4,Gasoline,Japan,7417
2017,Nissan,Micra,Hamilton,12998,10404,Hatchback,Black,Black,4,5,Automatic,FWD,1.6,4,Gasoline,Japan,7418
2015,Ford,Flex,Hamilton,22950,73318,SUV,Silver,Gray,4,7,Automatic,AWD,3.5,6,Gasoline,USA,7419
2013,BMW,X3,Hamilton,12950,154778,SUV,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,7420
2017,Subaru,Impreza,Hamilton,15950,48018,Hatchback,Gray,Black,4,5,Manual,AWD,2.0,4,Gasoline,Japan,7421
2015,MINI,Cooper,Hamilton,15950,49092,Hatchback,White,Black,2,4,Automatic,FWD,2.0,4,Gasoline,UK,7422
2011,MINI,Cooper,Hamilton,8950,91875,Hatchback,Gray,Black,2,4,Automatic,FWD,1.6,4,Gasoline,UK,7423
2009,Jeep,Wrangler,Hamilton,11999,271874,SUV,Black,Gray,4,5,Manual,4x4,3.8,6,Gasoline,USA,7424
2009,Subaru,Impreza,Hamilton,5999,175366,Wagon,Silver,Black,4,5,Manual,AWD,2.5,4,Gasoline,Japan,7425
2019,Audi,A5,Hamilton,46995,10174,Coupe,Blue,Black,2,4,Automatic,AWD,2.0,4,Gasoline,Germany,7426
2010,Nissan,Rogue,Hamilton,6495,142000,SUV,Black,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,7427
2010,Ford,Focus,Hamilton,3995,172130,Sedan,White,Gray,4,5,Automatic,FWD,2.0,4,Gasoline,USA,7428
2017,Ford,Escape,Hamilton,14995,96103,SUV,Silver,Black,4,5,Automatic,FWD,1.5,4,Gasoline,USA,7429
2012,Hyundai,Sonata,Hamilton,8999,141730,Sedan,White,Gray,4,5,Automatic,FWD,2.4,4,Gasoline,Korea,7430
2020,Volkswagen,Atlas,Hamilton,45488,10600,SUV,White/Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,7431
2010,Hyundai,Accent,Hamilton,4495,99000,Sedan,Red,Black,4,5,Automatic,FWD,1.6,4,Gasoline,Korea,7432
2017,Hyundai,Elantra,Hamilton,12599,25359,Sedan,White/Black,Black,4,5,Automatic,F4A,0.0,4,Gasoline,Korea,7433
2015,Nissan,JUKE,Hamilton,15990,62000,Hatchback,White,Black,4,5,Automatic,AWD,1.6,4,Gasoline,Japan,7434
2012,Toyota,Venza,Hamilton,13490,138000,Hatchback,White,Gray,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,7435
2018,Volkswagen,Beetle,Hamilton,18999,22822,Coupe,Red,Black,2,4,Automatic,FWD,2.0,4,Gasoline,Germany,7436
2015,Mazda,Mazda3,Hamilton,12999,71531,Hatchback,Blue,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Japan,7437
2008,BMW,5,Hamilton,8950,174000,Sedan,Blue,Tan,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,7438
2010,Chevrolet,Colorado,Hamilton,2295,136053,Truck,Red,Black,3,4,Automatic,RWD,0.0,4,Gasoline,USA,7439
2011,Toyota,Matrix,Hamilton,8995,137000,Wagon,White/Black,Gray,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7440
2008,Dodge,Grand,Hamilton,5988,180594,Van,White/Black,Black,4,7,Automatic,FWD,3.3,6,Gasoline,USA,7441
2014,Ram,1500,Hamilton,26995,164469,Truck,White,Black,4,6,Automatic,4x4,5.7,8,Gasoline,USA,7442
2011,Infiniti,EX35,Hamilton,11995,178098,SUV,Black,Black,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,7443
2006,Honda,Element,Hamilton,5995,225085,Wagon,Blue,Gray,4,4,Automatic,FWD,2.4,4,Gasoline,Japan,7444
2014,Dodge,Grand,Hamilton,9495,154642,Van,Gray,Black,4,7,Automatic,FWD,3.6,6,Flex,USA,7445
2002,BMW,3,Hamilton,16500,208775,Coupe,Silver,Black,2,5,Manual,RWD,3.2,6,Gasoline,Germany,7446
2014,Nissan,Altima,Hamilton,9995,137993,Sedan,Black,Black,4,5,Automatic,FWD,2.5,4,Gasoline,Japan,7447
2012,Ford,Escape,Hamilton,4995,296650,SUV,Black,Gray,4,5,Automatic,FWD,3.0,6,Flex,USA,7448
2008,Ford,F-150,Hamilton,7495,173681,Truck,Black,Gray,2,6,Automatic,4x4,5.4,8,Flex,USA,7449
2019,Volkswagen,Golf,Hamilton,17990,20040,Hatchback,White,Black,4,5,Automatic,FWD,1.4,4,Gasoline,Germany,7450
2018,Ford,EcoSport,Hamilton,19995,14317,SUV,White,Black,4,5,Automatic,4x4,2.0,4,Gasoline,USA,7451
2018,Mazda,CX-3,Hamilton,16495,59780,SUV,Black,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Japan,7452
2015,Nissan,Murano,Hamilton,24998,55235,SUV,Black,Black,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,7453
2019,Volkswagen,Jetta,Hamilton,19490,29139,Sedan,Gray,Black,4,5,Automatic,FWD,1.4,4,Gasoline,Germany,7454
2019,Dodge,Journey,Hamilton,30992,27010,SUV,Black,Black,4,7,Automatic,AWD,3.6,6,Gasoline,USA,7455
2019,Dodge,Journey,Hamilton,30992,27675,SUV,White,Black,4,7,Automatic,AWD,3.6,6,Gasoline,USA,7456
2012,Chrysler,300,Hamilton,12000,211000,Sedan,Silver,Black,4,5,Automatic,RWD,3.6,6,Gasoline,USA,7457
2014,Ford,Fusion,Hamilton,11800,149500,Sedan,Gray,Black,4,5,Automatic,FWD,2.5,4,Gasoline,USA,7458
2009,Dodge,Grand,Hamilton,6600,111000,Van,Red,Black,4,7,Automatic,FWD,3.3,6,Gasoline,USA,7459
2011,BMW,3,Hamilton,10500,103500,Sedan,Black,Black,4,5,Automatic,RWD,2.5,6,Gasoline,Germany,7460
2016,Toyota,Venza,Hamilton,21789,59224,SUV,White,Black,5,5,Automatic,FWD,2.7,4,Gasoline,Japan,7461
2017,Nissan,Maxima,Hamilton,28998,36244,Sedan,Black,Black,4,5,Automatic,FWD,3.5,6,Gasoline,Japan,7462
2013,Mazda,Mazda6,Hamilton,5995,196070,Sedan,Silver,Black,4,5,Automatic,FWD,2.5,4,Gasoline,Japan,7463
2009,Ford,Taurus,Hamilton,3995,261401,Sedan,White,Black,4,6,Automatic,AWD,3.5,6,Gasoline,USA,7464
2012,Ford,Transit,Hamilton,7995,131545,Van,White,Black,4,2,Automatic,FWD,2.0,4,Gasoline,USA,7465
2016,Dodge,Grand,Hamilton,13495,124597,Van,Black,Black,4,7,Automatic,FWD,3.6,6,Flex,USA,7466
2019,Chevrolet,Cruze,Hamilton,14998,13093,Sedan,Brown,Black,4,5,Automatic,FWD,1.4,4,Gasoline,USA,7467
2010,Dodge,Caliber,Hamilton,3995,165000,Hatchback,Black,Black,4,5,Manual,FWD,2.0,4,Gasoline,USA,7468
2019,Volkswagen,Golf,Hamilton,19498,18626,Wagon,White,Black,4,5,Automatic,AWD,1.8,4,Gasoline,Germany,7469
2008,Dodge,Grand,Hamilton,3995,220994,Van,Silver,Black,4,7,Automatic,FWD,3.3,6,Gasoline,USA,7470
2014,Kia,Optima,Hamilton,11900,92521,Sedan,Gray,Gray,4,5,Automatic,FWD,2.4,4,Gasoline,Korea,7471
2015,Nissan,Sentra,Hamilton,5998,173765,Sedan,Silver,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,7472
2019,Volkswagen,Atlas,Hamilton,43999,40715,SUV,White/Black,Black,4,7,Automatic,AWD,3.6,6,Gasoline,Germany,7473
2019,Audi,A5,Hamilton,56995,2567,Hatchback,Gray,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,7474
2010,Kia,Forte,Hamilton,5998,141854,Sedan,Brown,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Korea,7475
2017,Subaru,Forester,Hamilton,18988,133446,SUV,Silver,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,7476
2016,Mazda,CX-5,Hamilton,17998,94526,SUV,White,Gray,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,7477
2017,Nissan,Qashqai,Hamilton,19988,19253,SUV,White,Black,4,5,Manual,FWD,2.0,4,Gasoline,Japan,7478
2008,BMW,3,Hamilton,12950,133122,Convertible,Black,White,2,4,Automatic,RWD,3.0,6,Gasoline,Germany,7479
2010,Dodge,Grand,Hamilton,5995,141019,Van,White,Gray,4,2,Automatic,FWD,3.3,6,Gasoline,USA,7480
2017,Volkswagen,Golf,Hamilton,17999,36444,Wagon,White,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Germany,7481
2018,Chevrolet,Cruze,Hamilton,13990,56744,Sedan,Gray,Black,4,5,Automatic,FWD,1.4,4,Gasoline,USA,7482
2013,Volkswagen,Jetta,Hamilton,8895,99643,Sedan,Silver,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Germany,7483
2013,Ford,Fusion,Hamilton,8995,117915,Sedan,White,Black,4,5,Automatic,FWD,2.5,4,Gasoline,USA,7484
2017,Nissan,Rogue,Hamilton,24498,52413,SUV,Orange,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,7485
2011,Hyundai,Sonata,Hamilton,10995,84000,Sedan,White/Black,Black,4,5,Automatic,FWD,2.4,4,Gasoline,Korea,7486
2019,Volkswagen,Golf,Hamilton,29999,7019,Wagon,White,Black,4,5,Automatic,AWD,1.8,4,Gasoline,Germany,7487
2014,Chrysler,Town,Hamilton,12900,135282,Van,Gray,Black,4,7,Automatic,FWD,3.6,6,Flex,USA,7488
2016,Mazda,CX-5,Hamilton,17500,73439,SUV,Gray,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Japan,7489
2016,Kia,Forte,Hamilton,14500,58873,Sedan,Silver,Gray,4,5,Automatic,FWD,2.0,4,Gasoline,Korea,7490
2014,Ford,Focus,Hamilton,6495,110784,Sedan,Black,Black,4,5,Manual,FWD,2.0,4,Flex,USA,7491
2013,Hyundai,Sonata,Hamilton,7500,135031,Sedan,Silver,Black,4,5,Automatic,FWD,2.4,4,Gasoline,Korea,7492
2012,Dodge,Journey,Hamilton,6899,151549,SUV,White/Black,Black,4,5,Automatic,FWD,2.4,4,Gasoline,USA,7493
2017,Subaru,Outback,Hamilton,22488,63400,SUV,White,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,7494
2016,Volkswagen,Golf,Hamilton,10995,96228,Hatchback,Black,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Germany,7495
2019,Volkswagen,Atlas,Hamilton,46249,9340,SUV,White/Black,Black,4,7,Automatic,AWD,3.6,6,Gasoline,Germany,7496
2016,Audi,Q3,Hamilton,27995,66305,SUV,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,7497
2018,Honda,Civic,Hamilton,12899,55755,Sedan,White/Black,Black,4,5,Automatic,F4A,0.0,4,Gasoline,Japan,7498
2018,Nissan,NV200,Hamilton,19998,40253,Van,White,Gray,5,2,Automatic,FWD,2.0,4,Gasoline,Japan,7499
2016,Ford,Fusion,Hamilton,10999,117954,Sedan,Gray,Black,4,5,Automatic,FWD,2.5,4,Gasoline,USA,7500
2011,Chevrolet,Camaro,Hamilton,12999,172994,Coupe,Black,Black,2,4,Automatic,RWD,3.6,6,Gasoline,USA,7501
2015,Ford,Edge,Hamilton,16999,98155,SUV,Gray,Black,4,5,Automatic,AWD,3.5,6,Gasoline,USA,7502
2017,Subaru,Outback,Hamilton,20488,80699,SUV,White,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,7503
2017,Nissan,Murano,Hamilton,21998,95344,SUV,Gray,Black,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,7504
2013,Dodge,Journey,Hamilton,9500,155672,Sedan,Black,Black,4,7,Automatic,FWD,3.6,6,Gasoline,USA,7505
2017,Subaru,Impreza,Hamilton,16288,93627,Hatchback,White,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Japan,7506
2019,Nissan,Murano,Hamilton,28998,13431,SUV,White,Black,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,7507
2019,Kia,Forte,Hamilton,17444,40076,Sedan,White/Black,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Korea,7508
2019,Jeep,Cherokee,Hamilton,29444,59225,SUV,White/Black,Black,4,5,Automatic,4x4,3.2,6,Gasoline,USA,7509
2011,Ford,Edge,Hamilton,6494,216620,Wagon,Black,Black,4,5,Automatic,FWD,3.5,6,Gasoline,USA,7510
2009,Dodge,Grand,Hamilton,3495,254000,Van,Black,Gray,4,7,Automatic,FWD,3.3,6,Gasoline,USA,7511
2011,Audi,A4,Hamilton,8995,166682,Sedan,Gray,Black,4,4,Automatic,AWD,2.0,4,Gasoline,Germany,7512
2011,Audi,A5,Hamilton,12495,138000,Coupe,Black,Black,2,5,Automatic,AWD,2.0,4,Gasoline,Germany,7513
2009,Hyundai,Accent,Hamilton,2995,196000,Hatchback,Black,Black,2,5,Manual,FWD,1.6,4,Gasoline,Korea,7514
2011,Ford,Escape,Hamilton,6995,124005,SUV,Gold,Gray,4,5,Automatic,FWD,2.5,4,Gasoline,USA,7515
2011,Chrysler,200,Hamilton,6495,124325,Sedan,White/Black,Black,4,5,Automatic,FWD,2.4,4,Gasoline,USA,7516
2011,Hyundai,Sonata,Hamilton,6975,149424,Sedan,Blue,Gray,4,5,Automatic,FWD,2.4,4,Gasoline,Korea,7517
2010,Mercedes-Benz,C-Class,Hamilton,8495,154119,Sedan,Black,Black,4,5,Automatic,AWD,2.5,6,Gasoline,Germany,7518
2012,Hyundai,Elantra,Hamilton,4995,176088,Sedan,White/Black,Black,4,5,Manual,FWD,1.8,4,Gasoline,Korea,7519
2011,Ford,Fiesta,Hamilton,5995,132700,Sedan,Silver,Gray,4,5,Manual,FWD,1.6,4,Gasoline,USA,7520
2017,Ram,1500,Hamilton,24995,56145,Truck,Brown,Gray,4,6,Automatic,4x4,3.6,6,Flex,USA,7521
2015,Lincoln,MKX,Hamilton,22999,71025,SUV,Black,Black,4,5,Automatic,AWD,3.7,6,Gasoline,USA,7522
2016,Volkswagen,Jetta,Hamilton,13799,77515,Sedan,White,Black,4,5,Automatic,FWD,1.4,4,Gasoline,Germany,7523
2016,Volkswagen,Jetta,Hamilton,13999,77715,Sedan,Black,Black,4,5,Automatic,FWD,1.4,4,Gasoline,Germany,7524
