year,brand,model,location,price,mileage,body_type,exterior_colour,interior_colour,door,passenger,transmission,drive_type,displacement,cylinder,fuel,country,vehicle_id
2008,Acura,RDX,Oakville,10500,122254,SUV,Gray,Black,4,5,Automatic,AWD,2.3,4,Gasoline,Japan,13835
2010,Chrysler,Sebring,Oakville,6995,197251,Sedan,Silver,Black,4,5,Automatic,FWD,2.7,6,Gasoline,USA,13836
2002,Lexus,ES,Oakville,3995,165251,Sedan,Silver,Black,4,5,Automatic,FWD,3.0,6,Gasoline,Japan,13837
2016,Ford,C-Max,Oakville,15699,93000,Hatchback,Gray,Black,4,5,Automatic,FWD,2.0,4,Gasoline,USA,13838
2016,Mazda,Mazda6,Oakville,12499,58300,Sedan,Silver,Black,4,5,Automatic,FWD,2.5,4,Gasoline,Japan,13839
2010,Mazda,Mazda3,Oakville,2950,231267,Sedan,White/Black,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Japan,13840
2009,Honda,CR-V,Oakville,6450,239762,SUV,White/Black,Black,4,5,Automatic,4x4,2.4,4,Gasoline,Japan,13841
2014,Nissan,Pathfinder,Oakville,14800,148732,SUV,Brown,Black,2,7,Automatic,4x4,3.5,6,Gasoline,Japan,13842
2014,Audi,S5,Oakville,25988,71599,Coupe,Gray,White,2,4,Automatic,AWD,3.0,6,Gasoline,Germany,13843
2017,Mercedes-Benz,S-Class,Oakville,62887,76988,Sedan,Black,White,4,5,Automatic,AWD,4.6,8,Gasoline,Germany,13844
2013,Subaru,WRX,Oakville,24888,58000,Sedan,Blue,Black,4,5,Manual,AWD,2.5,4,Gasoline,Japan,13845
2011,Nissan,Versa,Oakville,4450,146300,Hatchback,Silver,Black,4,5,Automatic,FWD,1.6,4,Gasoline,Japan,13846
2004,BMW,3,Oakville,5999,243000,Coupe,Red,Black,2,5,Manual,RWD,3.0,6,Gasoline,Germany,13847
2017,Nissan,RogueCertified,Oakville,17888,91000,SUV,White,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,13848
2014,Toyota,RAV4,Oakville,16788,62000,SUV,Gray,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,13849
2017,Nissan,PathfinderCertified,Oakville,25488,62000,SUV,Blue,Black,4,7,Automatic,4x4,3.5,6,Gasoline,Japan,13850
2016,Hyundai,TucsonCertified,Oakville,16478,84000,SUV,Gray,Black,4,5,Automatic,AWD,1.6,4,Gasoline,Korea,13851
2015,Nissan,SentraCertified,Oakville,12388,32000,Sedan,Blue,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,13852
2014,Toyota,CamryCertified,Oakville,12888,120000,Sedan,Gray,Black,4,5,Automatic,FWD,2.5,4,Gasoline,Japan,13853
2017,Porsche,911,Oakville,162900,39323,Convertible,Black,Black,2,4,Automatic,F4A,3.8,6,Gasoline,Germany,13854
2015,Mercedes-Benz,M-Class,Oakville,53995,44129,SUV,Silver,Black,4,5,Automatic,AWD,5.5,8,Gasoline,Germany,13855
2017,GMC,Sierra,Oakville,690,1,Truck,Black,Black,4,5,Automatic,4x4,6.6,8,Diesel,USA,13856
2009,Nissan,Maxima,Oakville,7450,191231,Sedan,White/Black,Black,4,5,Automatic,FWD,3.5,6,Gasoline,Japan,13857
2013,Honda,Civic,Oakville,6975,144026,Sedan,White/Black,Gray,4,5,Manual,FWD,1.8,4,Gasoline,Japan,13858
2012,Ford,Focus,Oakville,5950,148008,Hatchback,White/Black,Black,4,5,Manual,FWD,2.0,4,Gasoline,USA,13859
2018,Jeep,Wrangler,Oakville,31995,31650,SUV,White,Black,2,4,Automatic,4x4,3.6,6,Gasoline,USA,13860
2008,Mercedes-Benz,CL-Class,Oakville,49995,74731,Coupe,Black,Black,2,5,Automatic,RWD,6.0,4,Gasoline,Germany,13861
2006,Toyota,Corolla,Oakville,5995,86917,Sedan,Red,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,13862
2012,Toyota,Matrix,Oakville,7995,182822,Hatchback,Red,Black,4,5,Automatic,AWD,2.4,4,Gasoline,Japan,13863
2005,Toyota,Matrix,Oakville,6995,146806,Hatchback,Silver,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,13864
2011,Lexus,IS,Oakville,15995,95929,Sedan,Red,Black,4,5,Automatic,AWD,2.5,6,Gasoline,Japan,13865
2008,BMW,3,Oakville,6850,111000,Sedan,Silver,Black,4,5,Automatic,RWD,3.0,6,Gasoline,Germany,13866
2018,Porsche,911,Oakville,142900,12762,Coupe,White/Black,Black,2,4,Automatic,F4A,3.0,6,Gasoline,Germany,13867
2015,Nissan,LEAF,Oakville,19999,9373,Sedan,White,Black,4,5,Automatic,FWD,0.0,4,Electric,Japan,13868
2014,Honda,Ridgeline,Oakville,15995,196506,Truck,Black,Black,4,5,Automatic,4x4,3.5,6,Gasoline,Japan,13869
2003,Toyota,Matrix,Oakville,2495,224379,Hatchback,Blue,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,13870
2010,Toyota,Matrix,Oakville,5990,209500,Hatchback,Gray,Black,4,5,Automatic,FWD,0.0,4,Gasoline,Japan,13871
2014,Ram,1500,Oakville,19999,85984,Truck,Black,Gray,4,6,Automatic,4x4,3.6,6,Flex,USA,13872
2010,Dodge,Ram,Oakville,19999,185248,Truck,White,Gray,4,6,Automatic,4x4,5.7,8,Gasoline,USA,13873
2015,Chevrolet,Trax,Oakville,11999,59000,SUV,White/Black,Black,4,5,Automatic,FWD,1.4,4,Gasoline,USA,13874
2012,Hyundai,Sonata,Oakville,7499,131000,Sedan,White,Black,4,5,Manual,FWD,2.4,4,Gasoline,Korea,13875
2013,Hyundai,Elantra,Oakville,8390,55000,Sedan,Red,Gray,4,5,Automatic,FWD,0.0,4,Gasoline,Korea,13876
2017,Chevrolet,Volt,Oakville,26900,30508,Hatchback,Black,Black,4,5,Automatic,FWD,1.5,4,Gasoline,USA,13877
2018,Cadillac,XT5,Oakville,32000,38761,SUV,White,Black,4,5,Automatic,AWD,3.6,6,Gasoline,USA,13878
2017,Ford,F-150,Oakville,40387,78907,Truck,White,Black,2,5,Automatic,4x4,5.0,8,Gasoline,USA,13879
2017,Porsche,Cayenne,Oakville,79900,55944,SUV,White/Black,Black,4,5,Automatic,AWD,3.6,6,Gasoline,Germany,13880
2014,Porsche,Cayenne,Oakville,34900,63666,SUV,White,Black,4,5,Automatic,AWD,3.6,6,Gasoline,Germany,13881
2016,Porsche,Macan,Oakville,43900,69769,SUV,Black,Black,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,13882
2019,Porsche,Cayenne,Oakville,73900,17418,SUV,White,Black,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,13883
2011,Honda,CR-V,Oakville,10495,111049,SUV,Silver,Black,4,5,Automatic,4x4,2.4,4,Gasoline,Japan,13884
2015,Acura,TLX,Oakville,14499,101509,Sedan,Black,Black,4,5,Automatic,FWD,2.4,4,Gasoline,Japan,13885
2013,Ford,F-150,Oakville,22495,163405,Truck,Black,Black,4,5,Automatic,4x4,5.0,8,Flex,USA,13886
2015,Toyota,Sienna,Oakville,16799,140515,Van,Gray,Black,4,8,Automatic,FWD,3.5,6,Gasoline,Japan,13887
2016,Ram,1500,Oakville,23790,173775,Truck,Black,Black,4,5,Automatic,4x4,5.7,8,Gasoline,USA,13888
2013,Honda,Accord,Oakville,10995,148392,Sedan,Black,Black,4,5,Manual,FWD,2.4,4,Gasoline,Japan,13889
2018,Subaru,Impreza,Oakville,22499,23500,Hatchback,Gray,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Japan,13890
2017,Chevrolet,Cruze,Oakville,12995,91000,Sedan,Gray,Black,4,5,Automatic,FWD,1.4,4,Gasoline,USA,13891
2017,Chevrolet,Silverado,Oakville,27300,75314,Truck,White,Black,4,6,Automatic,4x4,5.3,8,Gasoline,USA,13892
2018,Cadillac,ATS,Oakville,24700,43582,Sedan,Silver,Black,4,5,Automatic,AWD,2.0,4,Gasoline,USA,13893
2018,Cadillac,ATS,Oakville,24700,43787,Sedan,Gray,Black,4,5,Automatic,AWD,2.0,4,Gasoline,USA,13894
2013,Cadillac,ATS,Oakville,16495,43243,Sedan,White,Black,4,5,Automatic,AWD,2.0,4,Gasoline,USA,13895
2007,Pontiac,G5,Oakville,2950,146463,Sedan,White,Black,2,5,Automatic,FWD,2.2,4,Gasoline,USA,13896
2014,Audi,S4,Oakville,18990,176500,Sedan,Black,Black,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,13897
2014,Kia,Forte,Oakville,7880,131000,Sedan,Red,Black,4,5,Automatic,FWD,0.0,4,Gasoline,Korea,13898
2015,Volkswagen,Jetta,Oakville,10350,137200,Sedan,Silver,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Germany,13899
2008,Cadillac,DTS,Oakville,7995,141000,Sedan,White/Black,Black,4,5,Automatic,FWD,4.6,8,Gasoline,USA,13900
2012,Dodge,Grand,Oakville,9495,137000,Van,Gray,Black,4,7,Automatic,FWD,3.6,6,Gasoline,USA,13901
2009,Audi,A8,Oakville,9495,172000,Sedan,Black,Black,4,5,Automatic,AWD,4.2,8,Gasoline,Germany,13902
2017,Lexus,RC,Oakville,39888,32895,Coupe,White/Black,Black,2,4,Automatic,AWD,3.5,6,Gasoline,Japan,13903
2012,Toyota,Tundra,Oakville,26995,72200,Truck,Black,Black,4,6,Automatic,4x4,4.6,8,Gasoline,Japan,13904
2014,Audi,Q5,Oakville,18995,144000,SUV,White/Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,13905
2012,MINI,Cooper,Oakville,9950,159783,Sedan,White/Black,Black,4,4,Automatic,AWD,1.6,4,Gasoline,UK,13906
2012,Chevrolet,Sonic,Oakville,5950,134735,Hatchback,White/Black,Black,4,5,Automatic,FWD,1.8,4,Gasoline,USA,13907
2014,Volkswagen,Touareg,Oakville,19995,114872,SUV,Silver,Black,4,5,Automatic,AWD,3.6,6,Gasoline,Germany,13908
2009,GMC,Savana,Oakville,5999,187297,Commercial,White,Black,5,2,Automatic,RWD,4.8,8,Gasoline,USA,13909
2007,Lexus,RX,Oakville,7495,271000,SUV,White,Tan,4,5,Automatic,4x4,3.5,6,Gasoline,Japan,13910
2019,Volkswagen,Golf,Oakville,17999,32450,Hatchback,Gray,Gray,4,5,Automatic,FWD,1.4,4,Gasoline,Germany,13911
2020,Chevrolet,Silverado,Oakville,53243,35,Truck,Blue,Black,4,6,Automatic,4x4,5.3,8,Gasoline,USA,13912
2012,Dodge,Grand,Oakville,6975,178907,Van,White/Black,Black,4,7,Automatic,FWD,3.6,3,Gasoline,USA,13913
2016,Ford,C-Max,Oakville,18500,29985,Hatchback,White,Black,2,5,Automatic,FWD,2.0,4,Gasoline,USA,13914
2011,Ford,Flex,Oakville,3995,257125,Sedan,Red,Black,2,7,Automatic,FWD,3.5,6,Gasoline,USA,13915
2019,Chevrolet,Corvette,Oakville,77495,7343,Coupe,Red,Black,2,2,Automatic,RWD,6.2,8,Gasoline,USA,13916
2019,Ram,1500,Oakville,34995,13510,Truck,Black,Black,4,5,Automatic,4x4,5.7,8,Gasoline,USA,13917
2017,Ford,C-Max,Oakville,16988,56000,Hatchback,Black,Gray,4,5,Automatic,FWD,2.0,4,Gasoline,USA,13918
2015,Nissan,MuranoCertified,Oakville,19988,80000,SUV,Silver,Black,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,13919
2013,BMW,X5,Oakville,16995,90000,SUV,White/Black,Black,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,13920
2016,Jeep,Grand,Oakville,22500,115810,SUV,Blue,Black,4,5,Automatic,4x4,3.6,6,Gasoline,USA,13921
2011,Audi,S5,Oakville,20488,117128,Coupe,White,White,2,4,Automatic,AWD,3.0,6,Gasoline,Germany,13922
2015,Volkswagen,Golf,Oakville,10990,71303,Hatchback,Gray,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Germany,13923
2012,BMW,7,Oakville,36995,111542,Sedan,Black,Black,4,5,Automatic,AWD,4.4,8,Gasoline,Germany,13924
2013,Lexus,RX,Oakville,19887,139042,SUV,Black,Brown,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,13925
2015,Audi,A3,Oakville,18995,60807,Sedan,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,13926
2013,Land,Rover,Oakville,18595,137166,SUV,Black,Black,4,5,Automatic,4x4,2.0,4,Gasoline,UK,13927
2001,Mercedes-Benz,C-Class,Oakville,2495,115435,Sedan,Black,Black,4,5,Automatic,RWD,3.2,6,Gasoline,Germany,13928
2016,Ford,Edge,Oakville,19988,85000,SUV,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,USA,13929
2020,Porsche,Cayenne,Oakville,115408,250,SUV,White/Black,Black,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,13930
2011,Nissan,Sentra,Oakville,4990,150000,Sedan,Black,Gray,4,5,Automatic,FWD,0.0,4,Gasoline,Japan,13931
2018,Dodge,Grand,Oakville,22900,73617,Van,Gray,Black,4,7,Automatic,FWD,3.6,6,Gasoline,USA,13932
2007,Ford,Fusion,Oakville,1495,244860,Sedan,Red,Black,4,5,Automatic,FWD,2.3,4,Gasoline,USA,13933
2007,Mercedes-Benz,B-Class,Oakville,1495,173232,Hatchback,Red,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Germany,13934
2014,Dodge,Journey,Oakville,8777,107274,SUV,White,Black,4,5,Automatic,FWD,2.4,4,Gasoline,USA,13935
2015,Ford,Focus,Oakville,9499,82500,Sedan,Red,Black,4,5,Automatic,FWD,2.0,4,Flex,USA,13936
2015,Toyota,Corolla,Oakville,11850,112400,Sedan,Blue,Gray,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,13937
2017,Porsche,Macan,Oakville,64900,51906,SUV,White/Black,Black,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,13938
2012,Toyota,Highlander,Oakville,8995,353950,SUV,Gray,Black,4,7,Automatic,4x4,3.5,6,Gasoline,Japan,13939
2018,Honda,Civic,Oakville,17500,42272,Sedan,Blue,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Japan,13940
2012,Chrysler,200,Oakville,8500,68621,Sedan,Gray,Black,2,5,Automatic,FWD,2.4,4,Gasoline,USA,13941
2015,Chrysler,Town,Oakville,12998,130021,Van,White,Black,2,7,Automatic,FWD,3.6,6,Gasoline,USA,13942
2020,Porsche,Taycan,Oakville,193240,851,Sedan,White,Black,4,4,Automatic,AWD,0.0,4,Electric,Germany,13943
2013,Volkswagen,Golf,Oakville,10490,116800,Hatchback,Black,Black,4,5,Automatic,FWD,0.0,4,Diesel,Germany,13944
2008,Hyundai,Santa,Oakville,7475,132747,SUV,White/Black,Black,4,5,Automatic,4x4,3.3,6,Gasoline,Korea,13945
2011,Kia,Soul,Oakville,5475,201566,Sedan,White/Black,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Korea,13946
2013,Volkswagen,Golf,Oakville,6450,237552,Hatchback,White/Black,Black,4,5,Manual,FWD,2.5,4,Gasoline,Germany,13947
2014,Mazda,Mazda3,Oakville,9490,74395,Sedan,Blue,Black,4,5,Manual,FWD,2.0,4,Gasoline,Japan,13948
2017,Lincoln,MKX,Oakville,27897,50548,SUV,Gray,Black,2,5,Automatic,AWD,3.7,6,Gasoline,USA,13949
2014,Mazda,CX-5,Oakville,12995,129563,SUV,Black,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,13950
2020,Jeep,Cherokee,Oakville,33490,4347,SUV,Black,Black,4,5,Automatic,4x4,3.2,6,Gasoline,USA,13951
2020,Porsche,Macan,Oakville,101330,250,SUV,Red,Black,4,5,Automatic,AWD,2.9,6,Gasoline,Germany,13952
2011,GMC,Sierra,Oakville,11995,172000,Truck,Silver,Black,4,6,Automatic,FWD,4.8,8,Flex,USA,13953
2015,Volkswagen,Passat,Oakville,12995,115245,Sedan,Black,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Germany,13954
2016,Lexus,RX,Oakville,39888,47787,SUV,White/Black,Black,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,13955
2019,Porsche,Cayenne,Oakville,91900,12393,SUV,White/Black,Black,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,13956
2019,Porsche,Cayenne,Oakville,91900,11091,SUV,White/Black,Black,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,13957
2018,Porsche,Macan,Oakville,57900,18608,SUV,White,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,13958
2012,Honda,Civic,Oakville,8790,111321,Sedan,White/Black,Gray,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,13959
2020,Ford,Fusion,Oakville,24999,19400,Sedan,White,Black,4,5,Automatic,FWD,2.0,4,Gasoline,USA,13960
2004,Pontiac,Grand,Oakville,1499,108000,Sedan,Gray,Black,4,5,Automatic,FWD,3.4,6,Gasoline,USA,13961
2016,Chevrolet,Cruze,Oakville,12738,145287,Sedan,Black,Black,4,5,Automatic,FWD,1.4,4,Gasoline,USA,13962
2012,Cadillac,SRX,Oakville,13378,165409,SUV,Brown,Black,4,5,Automatic,AWD,3.6,6,Gasoline,USA,13963
2015,Chevrolet,Silverado,Oakville,21700,145001,Truck,Silver,Black,4,6,Automatic,4x4,4.3,6,Gasoline,USA,13964
2012,Chevrolet,Equinox,Oakville,9727,154000,SUV,White,Black,4,5,Automatic,FWD,2.4,4,Gasoline,USA,13965
2018,Ford,F-150,Oakville,31900,58642,Truck,Black,Black,2,5,Automatic,4x4,2.7,6,Gasoline,USA,13966
2016,Mazda,CX-5,Oakville,19250,81100,SUV,Red,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,13967
2018,Toyota,Camry,Oakville,22750,79300,Sedan,White,Gray,4,5,Automatic,FWD,2.5,4,Gasoline,Japan,13968
2013,Dodge,Journey,Oakville,14900,47068,Sedan,Silver,Black,4,7,Automatic,AWD,3.6,6,Gasoline,USA,13969
2017,Ford,Transit,Oakville,22995,62546,Truck,White/Black,Black,4,2,Automatic,FWD,2.5,4,Gasoline,USA,13970
2015,Ford,Fusion,Oakville,9995,136755,Sedan,Black,Black,4,5,Automatic,FWD,2.5,4,Gasoline,USA,13971
2015,Volkswagen,Jetta,Oakville,11488,106641,Sedan,Black,Black,4,5,Manual,FWD,1.8,4,Gasoline,Germany,13972
2014,Ford,Flex,Oakville,16730,149000,SUV,Silver,Black,4,6,Automatic,AWD,3.5,6,Gasoline,USA,13973
2017,Mazda,Mazda6,Oakville,21495,44100,Sedan,White/Black,Black,4,5,Automatic,FWD,2.5,4,Gasoline,Japan,13974
2020,Honda,Accord,Oakville,29995,6700,Sedan,Black,Black,4,5,Manual,FWD,1.5,4,Gasoline,Japan,13975
2013,Toyota,Highlander,Oakville,16488,151000,SUV,Red,Gray,4,7,Automatic,4x4,3.5,6,Gasoline,Japan,13976
2016,Chevrolet,Traverse,Oakville,21988,87000,SUV,White,Black,4,8,Automatic,AWD,3.6,6,Gasoline,USA,13977
2017,Nissan,RogueCertified,Oakville,17988,79000,SUV,Red,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,13978
2017,Nissan,RogueCertified,Oakville,21988,23000,SUV,Red,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,13979
2015,BMW,3,Oakville,18995,169450,Sedan,Gray,Black,4,5,Automatic,AWD,2.0,4,Diesel,Germany,13980
2015,Ford,Mustang,Oakville,17488,95897,Coupe,Gray,Black,2,4,Automatic,RWD,2.3,4,Gasoline,USA,13981
2014,Ford,Escape,Oakville,11998,114027,SUV,Silver,Black,2,5,Automatic,FWD,2.0,4,Gasoline,USA,13982
2011,Ford,Super,Oakville,17000,187000,Truck,White,Gray,4,6,Automatic,4x4,6.2,8,Flex,USA,13983
2020,Porsche,911,Oakville,184083,250,Convertible,White/Black,Black,2,4,Automatic,RWD,3.0,6,Gasoline,Germany,13984
2020,Porsche,Macan,Oakville,109530,250,SUV,White/Black,Black,2,5,Automatic,RWD,2.9,6,Gasoline,Germany,13985
2014,Volkswagen,Jetta,Oakville,9500,131573,Sedan,Silver,Black,4,5,Manual,FWD,2.0,4,Diesel,Germany,13986
2016,BMW,X1,Oakville,19990,97313,SUV,Silver,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,13987
2020,Ford,Fusion,Oakville,24999,24800,Sedan,Silver,Black,4,5,Automatic,FWD,2.0,4,Gasoline,USA,13988
2013,Cadillac,Escalade,Oakville,31800,111907,SUV,Black,Black,4,7,Automatic,AWD,6.2,8,Gasoline,USA,13989
2019,GMC,Terrain,Oakville,25600,29817,SUV,White,Black,4,5,Automatic,FWD,1.5,4,Gasoline,USA,13990
2018,Cadillac,Escalade,Oakville,63800,44756,SUV,White,Brown,4,7,Automatic,4x4,6.2,8,Gasoline,USA,13991
2013,Hyundai,Veloster,Oakville,7200,147236,Hatchback,White,Black,3,4,Automatic,FWD,1.6,4,Gasoline,Korea,13992
2013,Subaru,Impreza,Oakville,9985,143850,Sedan,White/Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Japan,13993
2018,Chevrolet,Equinox,Oakville,23800,34303,SUV,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,USA,13994
2013,Kia,Sorento,Oakville,6000,204341,SUV,Black,Black,4,5,Automatic,AWD,2.4,4,Gasoline,Korea,13995
2014,Cadillac,XTS,Oakville,20500,105000,Sedan,Black,Black,4,5,Automatic,AWD,3.6,6,Gasoline,USA,13996
2012,Audi,Q7,Oakville,15995,168000,SUV,Gray,Black,4,5,Automatic,AWD,3.0,6,Diesel,Germany,13997
2020,Porsche,Taycan,Oakville,148309,250,Sedan,White,Black,2,4,Automatic,RWD,0.0,4,Electric,Germany,13998
2007,Porsche,Boxster,Oakville,24880,129800,Convertible,Gray,Black,2,2,Manual,RWD,0.0,4,Gasoline,Germany,13999
2017,Honda,Civic,Oakville,15500,77900,Sedan,Blue,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Japan,14000
2006,Audi,A4,Oakville,2450,259045,Sedan,White/Black,Black,4,5,Manual,AWD,2.0,4,Gasoline,Germany,14001
2018,Lincoln,MKZ,Oakville,29500,30176,Sedan,Blue,Black,2,5,Automatic,AWD,2.0,4,Gasoline,USA,14002
2014,Audi,S5,Oakville,20500,150120,Coupe,Black,Black,2,4,Automatic,AWD,3.0,6,Gasoline,Germany,14003
2015,Toyota,Corolla,Oakville,11990,111592,Sedan,Blue,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,14004
2017,Kia,Forte,Oakville,11499,105700,Sedan,Blue,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Korea,14005
2016,Toyota,RAV4,Oakville,26888,78356,SUV,Gray,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,14006
2016,Lexus,RX,Oakville,40888,49277,SUV,White,Red,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,14007
2018,Lexus,NX,Oakville,39888,47363,SUV,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Japan,14008
2018,Lexus,NX,Oakville,39888,46809,SUV,Gray,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Japan,14009
2017,Lexus,RX,Oakville,41888,64511,SUV,Gray,Black,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,14010
2021,Chevrolet,TrailBlazer,Oakville,31888,35,SUV,Blue,Black,4,5,Automatic,AWD,1.3,3,Gasoline,USA,14011
2008,Toyota,Yaris,Oakville,3990,227823,Hatchback,Blue,Black,4,5,Automatic,FWD,1.5,4,Gasoline,Japan,14012
2014,Chevrolet,Cruze,Oakville,8499,54000,Sedan,Silver,Black,4,5,Manual,FWD,1.4,4,Gasoline,USA,14013
2018,Audi,S5,Oakville,40990,76319,Coupe,Red,Black,2,5,Automatic,AWD,0.0,4,Gasoline,Germany,14014
2012,Acura,TL,Oakville,11890,135000,Sedan,White,Black,4,5,Automatic,FWD,0.0,4,Gasoline,Japan,14015
2013,Toyota,Highlander,Oakville,19888,78000,SUV,Green,Black,4,7,Automatic,4x4,3.5,6,Gasoline,Japan,14016
2017,Infiniti,QX30,Oakville,25488,19000,SUV,Red,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Japan,14017
2018,Honda,CR-V,Oakville,21900,84494,SUV,Black,Black,4,5,Automatic,AWD,1.5,4,Gasoline,Japan,14018
2011,Porsche,911,Oakville,78000,97918,Coupe,White/Black,Black,2,4,Automatic,F4A,3.8,6,Gasoline,Germany,14019
2005,Mazda,B-Series,Oakville,3475,207050,Truck,White/Black,Black,2,5,Automatic,RWD,3.0,6,Gasoline,Japan,14020
2014,Infiniti,Q60,Oakville,19995,69445,Sedan,Silver,Black,2,4,Automatic,AWD,3.7,6,Gasoline,Japan,14021
2018,Nissan,Sentra,Oakville,14999,63755,Sedan,Gray,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,14022
2013,Honda,Pilot,Oakville,11800,200168,SUV,Black,Black,4,5,Automatic,4x4,3.5,6,Gasoline,Japan,14023
2010,Pontiac,Vibe,Oakville,2995,297227,Hatchback,Gray,Black,4,5,Automatic,FWD,1.8,4,Gasoline,USA,14024
2018,Toyota,Corolla,Oakville,16995,35771,Sedan,White,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,14025
2011,Lincoln,Town,Oakville,21995,45475,Sedan,Black,Black,4,6,Automatic,RWD,4.6,8,Gasoline,USA,14026
2014,Mercedes-Benz,B-Class,Oakville,10500,137426,Sedan,Gray,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Germany,14027
2015,Toyota,Camry,Oakville,15995,88666,Sedan,White,Black,4,5,Automatic,FWD,2.5,4,Gasoline,Japan,14028
2013,Mercedes-Benz,GLK-Class,Oakville,19995,94211,SUV,White/Black,Black,4,5,Automatic,AWD,3.5,6,Gasoline,Germany,14029
2010,Kia,Rio,Oakville,5950,91500,Hatchback,White/Black,Black,4,5,Automatic,FWD,1.6,4,Gasoline,Korea,14030
2011,BMW,3,Oakville,10488,128735,Coupe,Red,Black,2,4,Automatic,AWD,3.0,6,Gasoline,Germany,14031
2008,Toyota,Yaris,Oakville,3990,194054,Hatchback,Blue,Black,2,5,Automatic,FWD,1.5,4,Gasoline,Japan,14032
2010,Mazda,Mazda3,Oakville,5499,167200,Sedan,Gray,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Japan,14033
2020,GMC,Terrain,Oakville,39293,6647,SUV,White/Black,Black,4,5,Automatic,AWD,1.5,4,Gasoline,USA,14034
2007,Audi,A4,Oakville,8995,151000,Convertible,White/Black,Black,2,4,Automatic,AWD,2.0,4,Gasoline,Germany,14035
2013,Subaru,XV,Oakville,12990,139315,SUV,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Japan,14036
2015,Volkswagen,Passat,Oakville,10500,143308,Sedan,Black,Black,4,5,Automatic,FWD,2.0,4,Diesel,Germany,14037
2010,Mercedes-Benz,E-Class,Oakville,12488,139985,Sedan,Black,Black,4,5,Automatic,AWD,3.5,6,Gasoline,Germany,14038
2019,Toyota,Corolla,Oakville,17777,28000,Sedan,Silver,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,14039
2020,Cadillac,XT5,Oakville,44224,500,SUV,Silver,Black,4,5,Automatic,FWD,2.0,4,Gasoline,USA,14040
2016,Lexus,RX,Oakville,40888,60863,SUV,Black,Black,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,14041
2016,Lexus,RX,Oakville,44888,45265,SUV,Black,Black,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,14042
2016,Lexus,RX,Oakville,34888,99669,SUV,Black,Red,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,14043
2020,Lexus,NX,Oakville,54888,1849,SUV,Black,Red,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,14044
