year,brand,model,location,price,mileage,body_type,exterior_colour,interior_colour,door,passenger,transmission,drive_type,displacement,cylinder,fuel
2019,Nissan,Pathfinder,Milton,"$39,695","17,044",SUV,-,Black,4,7,Automatic,4x4,3.5L,6,Gasoline
2019,Ram,1500,Milton,"$37,999","1,050",Truck,-,Gray,4,6,Automatic,4x4,5.7L,8,Gasoline
2019,Dodge,Grand,Milton,"$25,888","1,050",Van,-,Black,5,7,Automatic,4x4,3.6L,6,Gasoline
2019,Jeep,Wrangler,Milton,"$40,750","1,050",SUV,-,Black,2,4,Automatic,4x4,3.6L,6,Gasoline
2018,Kia,Forte,Milton,"$15,695","41,155",Sedan,White,-,2,5,Automatic,FWD,2.0L,4,Gasoline
2019,Jeep,Wrangler,Milton,"$41,888","1,050",SUV,-,Black,4,5,Automatic,4x4,3.6L,6,Gasoline
2017,Chevrolet,Equinox,Milton,"$15,595","119,895",SUV,-,-,4,5,Automatic,AWD,2.4L,4,Gasoline
2016,Kia,Soul,Milton,"$18,995","25,952",Sedan,-,-,2,5,Automatic,FWD,2.0L,4,Gasoline
2014,Volkswagen,Passat,Milton,"$13,588","137,957",Sedan,Gray,-,2,5,-,FWD,2.0L,4,Diesel
2019,Ram,1500,Milton,"$37,999","1,050",Truck,-,-,4,6,Automatic,4x4,3.6L,6,Gasoline
2019,Ram,1500,Milton,"$37,999","1,050",Truck,-,Gray,4,6,Automatic,4x4,5.7L,8,Gasoline
2014,Volkswagen,Passat,Milton,"$12,888","74,544",Sedan,Silver,Black,4,5,Automatic,FWD,2.0L,4,Diesel
2015,Honda,Civic,Milton,"$12,995","82,577",Sedan,White,-,2,5,Automatic,FWD,1.8L,4,Gasoline
2014,Volkswagen,Passat,Milton,"$13,788","112,663",Sedan,White,-,2,5,-,FWD,2.0L,4,Diesel
2014,Volkswagen,Passat,Milton,"$11,688","142,450",Sedan,White,-,2,5,-,FWD,2.0L,4,Diesel
2013,Volkswagen,Jetta,Milton,"$11,695","101,535",Sedan,White,-,2,5,Automatic,FWD,2.0L,4,Diesel
2015,Chevrolet,Cruze,Milton,"$11,995","75,504",Sedan,Green,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2015,Kia,Soul,Milton,"$11,995","95,190",Hatchback,Gray,Gray,2,5,Automatic,FWD,2.0L,4,Gasoline
2015,Volkswagen,Golf,Milton,"$13,495","73,979",Hatchback,Blue,-,2,5,Automatic,FWD,1.8L,4,Gasoline
2015,Ford,Focus,Milton,"$11,995","97,054",Hatchback,White,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2019,Kia,Sorento,Milton,"$23,495","40,427",SUV,Blue,-,2,5,Automatic,AWD,2.4L,4,Gasoline
2015,Kia,Optima,Milton,"$12,995","69,367",Sedan,White,-,2,5,Automatic,FWD,2.4L,4,Gasoline
2018,Dodge,Durango,Milton,"$37,995","38,286",SUV,Black,Black,4,7,Automatic,AWD,3.6L,6,Gasoline
2015,Volkswagen,Golf,Milton,"$15,888","119,403",Hatchback,Black,Black,2,5,Manual,FWD,2.0L,4,Gasoline
2019,Jeep,Cherokee,Milton,"$28,995","28,399",SUV,Black,Black,4,5,Automatic,FWD,3.2L,6,Gasoline
2019,Ram,1500,Milton,"$36,999","1,050",Truck,-,Gray,4,6,Automatic,4x4,5.7L,8,Gasoline
2019,Ram,1500,Milton,"$35,999","1,050",Truck,Silver,Gray,4,6,Automatic,4x4,5.7L,8,Gasoline
2019,Ram,1500,Milton,"$38,999","1,050",Truck,-,Gray,4,6,Automatic,4x4,3.6L,6,Gasoline
2011,Subaru,Legacy,Milton,"$8,998","124,987",Sedan,Silver,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2019,Jeep,Cherokee,Milton,"$29,995","17,483",SUV,-,Black,4,5,Automatic,FWD,3.2L,6,Gasoline
2018,Dodge,Journey,Milton,"$25,995","20,532",SUV,-,Black,4,5,Automatic,FWD,3.6L,6,Gasoline
2001,BMW,3,Milton,"$5,000","338,250",Coupe,Black,Brown,2,5,Automatic,RWD,2.5L,6,Gasoline
2019,Ram,1500,Milton,"$39,999","9,200",Truck,-,Gray,4,6,Automatic,RWD,5.7L,8,Gasoline
2018,Jeep,Renegade,Milton,"$27,995","34,501",SUV,Red,Black,4,5,Automatic,4x4,2.4L,4,Gasoline
2015,Kia,Rio,Milton,"$11,494","65,161",Hatchback,Black,Black,2,5,Automatic,FWD,1.6L,4,Gasoline
2019,Jeep,Wrangler,Milton,"$41,999","1,000",SUV,-,Black,4,5,Automatic,4x4,3.6L,6,Gasoline
2018,Jeep,Wrangler,Milton,"$43,999",1,SUV,Black,Black,4,5,Automatic,4x4,2.0L,4,Gasoline
2019,Jeep,Cherokee,Milton,"$27,999",1,SUV,-,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2018,Jeep,Grand,Milton,"$37,995","30,384",SUV,Black,Black,4,5,Automatic,4x4,3.6L,6,Gasoline
2019,Ram,1500,Milton,"$53,995","24,100",Truck,Red,Black,4,6,Automatic,4x4,5.7L,8,Gasoline
2012,Nissan,NV,Milton,"$21,998","126,845",,an,White,ior,,,smissionAutomatic,,,lacement4.0L
2017,Hyundai,Santa,Milton,"$25,995","31,750",SUV,Brown,Gray,2,4,Automatic,AWD,3.3L,6,Gasoline
2013,Dodge,Grand,Milton,"$10,995","81,925",Van,Silver,Black,4,7,Automatic,FWD,3.6L,6,Flex
2013,Dodge,Grand,Milton,"$10,995","81,925",Van,Silver,Black,4,7,Automatic,FWD,3.6L,6,Flex
2011,Nissan,Rogue,Mississauga,"$7,995","155,953",SUV,White,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2012,Dodge,Grand,Mississauga,"$4,980","221,000",Van,Black,Black,4,7,Automatic,FWD,3.6L,6,Gasoline
2008,Pontiac,Torrent,Mississauga,"$3,870","143,000",SUV,Black,Black,4,5,Automatic,FWD,3.4L,6,Gasoline
2010,Dodge,Journey,Mississauga,"$4,980","146,000",SUV,Gray,-,4,5,Automatic,FWD,3.5L,6,Gasoline
2016,Audi,Q5,Mississauga,"$19,800","80,740",SUV,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Volkswagen,Golf,Mississauga,"$11,995","108,854",Hatchback,Blue,Black,4,5,Automatic,FWD,1.8L,4,Gasoline
2017,Honda,Civic,Mississauga,"$16,995","55,827",Sedan,Gray,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2015,Honda,CR-V,Mississauga,"$13,995","112,417",SUV,White,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2018,Chevrolet,Equinox,Mississauga,"$13,995","146,440",SUV,Gray,Black,4,5,Automatic,FWD,1.5L,4,Gasoline
2016,Volkswagen,Golf,Mississauga,"$9,995","130,241",Hatchback,White,Black,4,5,Automatic,FWD,1.8L,4,Gasoline
2013,Hyundai,Sonata,Mississauga,"$7,995","161,871",Sedan,Gray,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2015,BMW,X5,Mississauga,"$21,998","151,231",SUV,White,-,4,5,Automatic,AWD,3.0L,6,Diesel
2014,Dodge,Grand,Mississauga,"$13,499","116,213",Wagon,Silver,Black,4,7,Automatic,FWD,3.6L,6,Gasoline
2017,Toyota,Camry,Mississauga,"$19,999","57,754",Sedan,Gray,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2008,Honda,Civic,Mississauga,"$4,995","225,000",Sedan,Blue,-,4,5,Automatic,FWD,1.3L,4,Gasoline
2004,Toyota,Sienna,Mississauga,$CALL,"220,000",Van,-,-,4,-,Automatic,FWD,3.3L,6,Gasoline
2009,Honda,Accord,Mississauga,"$5,700","238,800",Sedan,Black,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2015,Honda,Civic,Mississauga,"$9,800","154,300",Sedan,Black,Gray,4,5,Automatic,FWD,1.8L,4,Gasoline
2017,Volkswagen,Tiguan,Mississauga,"$17,998","46,786",SUV,Blue,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Volkswagen,Jetta,Mississauga,"$12,888","50,719",Sedan,Silver,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2016,Subaru,Outback,Mississauga,"$17,998","88,526",SUV,Blue,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2017,Toyota,Corolla,Mississauga,"$14,498","53,874",Sedan,Brown,Black,4,5,Automatic,FWD,1.8L,4,Gasoline
2016,Subaru,Forester,Mississauga,"$16,888","63,354",SUV,Red,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2016,Volkswagen,Jetta,Mississauga,"$12,998","63,570",Sedan,Black,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2016,Mercedes-Benz,C-Class,Mississauga,"$26,888","60,251",Sedan,Gray,Red,4,5,Automatic,AWD,2.0L,4,Gasoline
2017,Subaru,Impreza,Mississauga,"$15,498","61,192",Sedan,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Volkswagen,Jetta,Mississauga,"$11,998","95,523",Sedan,Black,Black,4,5,Automatic,FWD,1.8L,4,Gasoline
2017,Toyota,Corolla,Mississauga,"$17,888","14,162",Sedan,Gray,Black,4,5,Automatic,FWD,1.8L,4,Gasoline
2016,Nissan,Maxima,Mississauga,"$18,498","52,302",Sedan,Gray,Gray,4,5,Automatic,FWD,3.5L,6,Gasoline
2016,Toyota,Yaris,Mississauga,"$10,888","82,832",Sedan,Gray,Black,4,5,Automatic,FWD,1.5L,4,Gasoline
2016,Honda,CR-V,Mississauga,"$17,998","89,900",SUV,Silver,Black,4,5,Automatic,AWD,2.4L,4,Gasoline
2016,Subaru,Impreza,Mississauga,"$13,888","79,307",-,Blue,Black,4,-,Automatic,AWD,#NAME?,-,Gasoline
2015,Buick,Regal,Mississauga,"$4,995","159,121",,or,or,rBlack,,,e,,ent2.0L,nders4
2018,Chevrolet,Equinox,Mississauga,"$25,888","68,643",SUV,-,Gray,4,5,Automatic,AWD,1.6L,4,Diesel
2017,Chevrolet,Equinox,Mississauga,"$18,888","51,231",SUV,-,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2016,Land,Rover,Mississauga,"$25,995","90,701",SUV,Gray,Black,4,7,Automatic,4x4,2.0L,4,Gasoline
2014,Jeep,Grand,Mississauga,"$17,990","191,052",SUV,Black,Black,4,5,Automatic,FWD,3.0L,6,Diesel
2011,Hyundai,Santa,Mississauga,"$11,888","77,398",SUV,Gray,-,4,5,Automatic,AWD,2.4L,4,Gasoline
2009,Pontiac,Vibe,Mississauga,"$6,988","146,813",Wagon,Gray,Gray,4,5,Automatic,FWD,2.4L,4,Gasoline
2012,Porsche,Cayenne,Mississauga,"$28,988","89,218",SUV,Black,Brown,4,5,Automatic,AWD,4.8L,8,Gasoline
2009,Hyundai,Elantra,Mississauga,"$4,688","133,790",Sedan,Black,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2016,Volkswagen,Jetta,Mississauga,"$12,793","73,490",Sedan,Black,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2012,Hyundai,Sonata,Mississauga,"$7,499","164,530",Sedan,Gray,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2016,Honda,Civic,Mississauga,"$17,751","70,865",Sedan,Black,-,4,5,Automatic,FWD,1.5L,4,Gasoline
2011,Honda,CR-V,Mississauga,"$13,000","126,906",SUV,Brown,-,4,5,Automatic,4x4,2.4L,4,Gasoline
2016,Honda,CR-V,Mississauga,"$20,001","56,629",SUV,Black,Black,4,5,Automatic,AWD,2.4L,4,Gasoline
2018,Ford,Escape,Mississauga,"$25,933","68,857",SUV,Silver,Gray,4,5,Automatic,4x4,2.0L,4,Gasoline
2016,Honda,Odyssey,Mississauga,$CALL,"57,894",Van,Silver,-,4,8,Automatic,FWD,3.5L,6,Gasoline
2016,BMW,X6,Mississauga,"$54,998","57,133",SUV,Gray,Black,4,5,Automatic,AWD,4.4L,8,Gasoline
2018,BMW,7,Mississauga,"$59,998","54,058",Sedan,Gray,Black,4,5,Automatic,AWD,4.4L,8,Gasoline
2015,MINI,Cooper,Mississauga,"$13,998","55,619",Hatchback,Gray,Black,2,4,Automatic,FWD,2.0L,4,Gasoline
2011,Lincoln,MKT,Mississauga,"$2,998","315,000",Sedan,Gold,-,4,7,Automatic,AWD,3.5L,6,Gasoline
2018,BMW,M4,Mississauga,"$67,998","26,541",Coupe,White,Black,2,4,Automatic,RWD,3.0L,6,Gasoline
2012,BMW,X5,Mississauga,"$13,998","124,000",SUV,Black,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2018,BMW,3,Mississauga,"$29,998","20,048",Sedan,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2015,Nissan,Murano,Mississauga,"$11,998","211,678",SUV,Black,Black,4,5,Automatic,AWD,3.5L,6,Gasoline
2018,BMW,3,Mississauga,"$28,998","35,287",Sedan,Silver,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2017,BMW,X3,Mississauga,"$30,998","63,770",SUV,White,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2014,Honda,CR-V,Mississauga,"$16,998","67,114",SUV,Black,Black,4,5,Automatic,AWD,2.4L,4,Gasoline
2016,BMW,3,Mississauga,"$29,998","55,701",Sedan,Blue,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2012,BMW,3,Mississauga,"$10,998","187,550",Sedan,Silver,Black,4,5,Automatic,RWD,2.0L,4,Gasoline
2010,Ford,Escape,Mississauga,"$3,998","123,077",SUV,White,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2016,BMW,7,Mississauga,"$39,998","69,430",Sedan,Gray,Black,4,5,Automatic,AWD,4.4L,8,Gasoline
2018,Land,Rover,Mississauga,"$51,998","19,032",SUV,Gray,-,4,5,Automatic,4x4,2.0L,4,Diesel
2016,BMW,4,Mississauga,"$23,998","62,529",Coupe,White,Black,2,4,Automatic,AWD,2.0L,4,Gasoline
2017,BMW,X3,Mississauga,"$31,998","49,901",SUV,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2015,Hyundai,Sonata,Mississauga,"$13,599","99,729",Sedan,-,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2015,Hyundai,Sonata,Mississauga,"$13,899","85,051",Sedan,Gray,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2015,Hyundai,Sonata,Mississauga,"$14,995","120,477",Sedan,White,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2015,Hyundai,Sonata,Mississauga,"$13,599","115,650",Sedan,Brown,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2013,Toyota,Highlander,Mississauga,"$15,995","152,237",SUV,Silver,Black,4,7,Automatic,4x4,3.5L,6,Gasoline
2011,Suzuki,Kizashi,Mississauga,"$7,995","113,000",Sedan,Black,Black,4,5,Automatic,AWD,2.4L,4,Gasoline
2016,Audi,A4,Mississauga,"$19,998","74,373",Sedan,Gray,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Volkswagen,Tiguan,Mississauga,"$17,998","79,000",SUV,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2006,Toyota,Matrix,Mississauga,"$3,500","228,985",Van,Red,-,4,5,Automatic,AWD,1.8L,4,Gasoline
2017,Chevrolet,Cruze,Mississauga,"$13,888","62,431",Sedan,White,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2016,Cadillac,ATS,Mississauga,"$18,888","82,896",Sedan,White,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Mercedes-Benz,B-Class,Mississauga,"$15,888","67,583",Sedan,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Volkswagen,Tiguan,Mississauga,"$15,888","75,069",SUV,Blue,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Nissan,Versa,Mississauga,"$10,998","43,912",Sedan,Gray,Gray,4,5,Automatic,FWD,1.6L,4,Gasoline
2017,Hyundai,Tucson,Mississauga,"$16,750","99,089",SUV,White,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2017,Chrysler,Pacifica,Mississauga,"$25,995","40,061",Van,White,Black,4,7,Automatic,FWD,3.6L,6,Gasoline
2009,Honda,Civic,Mississauga,"$4,850","159,000",Sedan,-,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2011,Hyundai,Accent,Mississauga,"$5,200","132,671",Sedan,Red,-,4,5,Automatic,FWD,1.6L,4,Gasoline
2009,Toyota,Yaris,Mississauga,"$4,800","159,686",Sedan,Silver,-,4,5,Automatic,FWD,1.5L,4,Gasoline
2016,Acura,ILX,Mississauga,"$17,995","78,000",Sedan,Black,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2002,Toyota,Camry,Mississauga,"$4,288","183,052",Sedan,Gray,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2010,Lexus,IS,Mississauga,"$8,988","229,215",Sedan,-,Black,4,5,Automatic,AWD,2.5L,6,Gasoline
2010,Mazda,Mazda3,Mississauga,"$3,988","153,014",Sedan,Gray,-,4,5,Manual,FWD,2.0L,4,Gasoline
2018,Honda,Odyssey,Mississauga,"$39,351","36,954",Van,Gray,-,4,8,Automatic,FWD,3.5L,6,Gasoline
2019,Hyundai,Sonata,Mississauga,"$17,999","47,487",Sedan,White,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2019,Honda,CR-V,Mississauga,"$27,998","34,919",SUV,Blue,-,4,5,Automatic,AWD,1.5L,4,Gasoline
2015,Honda,CR-V,Mississauga,"$16,995","34,322",SUV,White,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2016,BMW,7,Mississauga,"$41,998","44,766",Sedan,Gray,Black,4,5,Automatic,AWD,4.4L,8,Gasoline
2019,BMW,3,Mississauga,"$45,998","14,121",Sedan,Gray,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2019,BMW,X5,Mississauga,"$67,998","14,148",SUV,Black,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2012,Audi,A8,Mississauga,"$17,985","149,000",Sedan,-,Black,4,5,Automatic,4x4,4.2L,8,Gasoline
2019,Dodge,Durango,Mississauga,$CALL,"13,294",SUV,White,-,4,7,Automatic,AWD,5.7L,8,Gasoline
2015,BMW,3,Mississauga,"$21,495","56,064",Sedan,Gray,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Honda,CR-V,Mississauga,"$22,500","52,316",SUV,Gray,Black,4,5,Automatic,AWD,2.4L,4,Gasoline
2010,Ford,Escape,Mississauga,"$5,995","189,000",SUV,Red,Black,4,5,Automatic,FWD,3.0L,6,Flex
2017,Ford,Edge,Mississauga,$CALL,"37,127",SUV,White,Black,4,5,Automatic,AWD,2.7L,6,Gasoline
2017,Ford,Escape,Mississauga,$CALL,"46,047",SUV,White,Gray,4,5,Automatic,FWD,1.5L,4,Gasoline
2013,Dodge,Grand,Mississauga,"$7,785","141,000",Van,Red,Black,4,7,Automatic,FWD,3.6L,6,Gasoline
2012,Dodge,Grand,Mississauga,"$5,385","219,000",Van,White,Black,4,7,Automatic,FWD,3.6L,6,Gasoline
2008,Ford,Escape,Mississauga,"$3,285","143,000",SUV,Black,Black,4,5,Automatic,4x4,3.0L,6,Gasoline
2007,Mercedes-Benz,B-Class,Mississauga,"$3,995","179,925",Hatchback,Black,Black,4,4,Automatic,FWD,2.0L,4,Gasoline
2018,Mitsubishi,Outlander,Mississauga,"$23,960","9,890",SUV,-,-,4,7,Automatic,4x4,3.0L,6,Gasoline
2016,Cadillac,Escalade,Mississauga,"$43,880","130,442",,or,or,rBlack,,,e,,ent6.2L,nders8
2017,Lexus,NX,Mississauga,"$32,880","47,278",,or,or,rRed,,,e,,ent2.0L,nders4
2020,GMC,Sierra,Mississauga,"$73,405",25,Truck,Black,-,4,5,Automatic,4x4,6.2L,8,Gasoline
2009,Hyundai,Elantra,Mississauga,"$2,288","233,020",Sedan,Gray,-,4,5,Manual,FWD,2.0L,4,Gasoline
2016,Volkswagen,Jetta,Mississauga,"$12,893","70,170",Sedan,Black,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2020,Volkswagen,Jetta,Mississauga,"$29,185","3,811",Sedan,White,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2014,Chevrolet,Cruze,Mississauga,"$8,593","104,445",Sedan,Blue,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2016,Volkswagen,Jetta,Mississauga,"$14,893","87,437",Sedan,Black,Black,4,5,Automatic,FWD,1.8L,4,Gasoline
2020,Volkswagen,Atlas,Mississauga,"$47,870","2,147",SUV,Red,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2020,Volkswagen,Jetta,Mississauga,"$29,185","2,500",Sedan,Black,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2020,Volkswagen,Tiguan,Mississauga,"$44,300","9,800",SUV,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2017,Jaguar,XF,Mississauga,"$27,995","58,569",Sedan,White,Black,4,5,Automatic,AWD,2.0L,4,Diesel
2007,Mazda,Mazda3,Mississauga,"$1,600","225,000",Sedan,Silver,Black,4,5,Manual,FWD,2.0L,4,Gasoline
2014,Chevrolet,Cruze,Mississauga,"$7,900","175,000",Sedan,Tan,Black,4,5,Automatic,FWD,2.0L,4,Diesel
2013,Nissan,Altima,Mississauga,"$7,999","162,250",Sedan,Black,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2015,Toyota,Highlander,Mississauga,"$20,995","184,634",SUV,Black,Black,4,8,Automatic,AWD,3.5L,6,Gasoline
2015,Nissan,Rogue,Mississauga,"$12,995","77,980",SUV,Silver,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2017,Dodge,Grand,Mississauga,"$11,995","146,809",Van,Black,Gray,4,7,Automatic,FWD,3.6L,6,Flex
2017,Chevrolet,Cruze,Mississauga,"$11,995","71,798",Sedan,Silver,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2016,Nissan,Rogue,Mississauga,"$13,995","75,492",SUV,White,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2017,Chevrolet,Cruze,Mississauga,"$13,995","64,187",Hatchback,Red,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2016,Mercedes-Benz,CLA,Mississauga,"$23,995","50,554",Sedan,White,-,4,5,Automatic,AWD,2.0L,4,Flex
2017,Chevrolet,Cruze,Mississauga,"$13,995","45,174",Sedan,Gray,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2016,Volkswagen,Tiguan,Mississauga,"$12,995","105,272",SUV,-,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2009,Hyundai,Sonata,Mississauga,"$3,900","215,000",Sedan,Black,Gray,4,5,-,FWD,2.4L,4,Gasoline
2012,Ford,F-150Certified,Mississauga,"$6,900","239,000",Truck,White,Gray,2,3,Automatic,RWD,3.7L,6,Flex
2011,Ford,Super,Mississauga,"$7,900","273,000",Truck,White,Gray,2,6,Automatic,RWD,6.2L,8,Flex
2015,Ford,Escape,Mississauga,"$10,900","128,000",SUV,White,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2018,Toyota,RAV4,Mississauga,"$27,998","21,556",SUV,Gray,-,4,5,Automatic,AWD,2.5L,4,Gasoline
2017,Honda,Civic,Mississauga,"$17,341","86,312",Hatchback,Blue,-,4,5,Automatic,FWD,1.5L,4,Gasoline
2018,Honda,CR-V,Mississauga,"$25,998","47,607",SUV,Black,-,4,5,Automatic,AWD,1.5L,4,Gasoline
2020,BMW,3,Mississauga,"$46,998","2,300",Sedan,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2012,Mercedes-Benz,M-Class,Mississauga,"$16,995","197,000",SUV,Blue,Tan,4,5,Automatic,AWD,3.0L,6,Diesel
2017,Honda,Civic,Mississauga,"$21,251","26,811",Hatchback,Gray,-,4,5,Automatic,FWD,1.5L,4,Gasoline
2020,Honda,CR-V,Mississauga,"$34,251","2,320",SUV,White,-,4,5,Automatic,AWD,1.5L,4,Gasoline
2016,Honda,Civic,Mississauga,"$16,751","34,560",Sedan,Blue,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Toyota,Corolla,Mississauga,"$18,001","30,024",Sedan,Black,-,4,5,-,FWD,1.8L,4,Gasoline
2018,Kia,Sorento,Mississauga,"$29,998","15,869",SUV,Gray,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Honda,CR-V,Mississauga,"$17,995","108,779",SUV,Black,-,4,5,Automatic,AWD,2.4L,4,Gasoline
2020,Kia,Sorento,Mississauga,"$41,998","26,133",SUV,Blue,Black,4,7,Automatic,AWD,3.3L,6,Gasoline
2008,Volkswagen,Rabbit,Mississauga,"$3,700","184,100",Hatchback,White,Gray,4,5,Automatic,FWD,2.5L,5,Gasoline
2015,Subaru,WRX,Mississauga,"$21,995","70,201",Sedan,Blue,Black,4,5,Manual,AWD,2.0L,4,Gasoline
2019,Ram,1500,Mississauga,"$47,995","27,000",Truck,Black,Black,4,5,Automatic,4x4,5.7L,8,Gasoline
2018,Ram,1500,Mississauga,"$31,995","48,652",Truck,Black,Black,4,6,Automatic,4x4,3.0L,6,Diesel
2010,Nissan,Frontier,Mississauga,"$5,300","280,685",Truck,Black,Black,4,5,Automatic,4x4,4.0L,6,Gasoline
2015,Nissan,Rogue,Mississauga,"$15,795","94,733",SUV,Black,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2019,Jeep,Cherokee,Mississauga,"$29,795","33,714",SUV,White,Black,4,5,Automatic,4x4,3.2L,6,Gasoline
2018,Jeep,Grand,Mississauga,"$34,995","48,952",SUV,Black,Black,4,5,Automatic,4x4,3.6L,6,Gasoline
2016,Jeep,Compass,Mississauga,"$12,895","134,359",SUV,White,Black,4,5,Automatic,4x4,2.4L,4,Gasoline
2015,Hyundai,Santa,Mississauga,"$12,795","84,000",SUV,Black,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2018,GMC,Canyon,Mississauga,"$32,795","38,995",Truck,White,Black,4,5,Automatic,4x4,3.6L,6,Gasoline
2007,Dodge,Ram,Mississauga,"$3,300","132,985",,or,or,rBlack,,,e,,ent5.7L,nders8
2015,BMW,X1,Mississauga,"$14,795","103,130",SUV,Gray,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2012,Honda,Civic,Mississauga,"$5,450","151,670",Sedan,-,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2011,Chevrolet,Impala,Mississauga,"$2,500","240,955",Sedan,Silver,Gray,4,5,Automatic,FWD,3.5L,6,Flex
2020,Chevrolet,Silverado,Mississauga,"$60,440",15,Truck,Black,-,4,6,Automatic,4x4,6.2L,8,Gasoline
2007,Toyota,Sienna,Mississauga,"$4,488","226,655",Van,Red,-,4,7,Automatic,FWD,3.5L,6,Gasoline
2011,Honda,Odyssey,Mississauga,"$11,488","209,218",Van,-,-,4,8,Automatic,FWD,3.5L,6,Gasoline
2019,Volkswagen,Tiguan,Mississauga,"$23,893","34,942",SUV,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2019,Volkswagen,Tiguan,Mississauga,"$23,893","37,117",SUV,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2019,Volkswagen,Tiguan,Mississauga,"$23,893","35,656",SUV,White,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2015,Honda,CR-V,Mississauga,"$15,951","92,988",SUV,Silver,-,4,5,Automatic,AWD,2.4L,4,Gasoline
2016,Volkswagen,Tiguan,Mississauga,"$17,995","65,544",SUV,White,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Honda,Accord,Mississauga,"$18,888","99,401",Sedan,Blue,Gray,4,5,Automatic,FWD,3.5L,6,Gasoline
2018,Hyundai,Elantra,Mississauga,"$13,495",,Sedan,White,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
