year,price,mileage,door,passenger,displacement,cylinder,body_type_num,location_index,exterior_color(i),interior_color(i),transmission(i),drive_type(i),fuel_index,brand_i,country_i,real_year,vehicle_id
2019,41992,10901,4,5,3.6,6,2.0,14,3,0,0,4,0,4,2,0.95,7211
2012,12995,59000,4,5,1.6,4,4.0,14,7,0,0,2,0,5,0,6.46,7212
2016,15990,132000,4,5,2.5,4,2.0,14,3,0,0,2,0,0,0,7.5,7213
2013,15444,125835,4,5,3.5,6,1.0,14,7,1,0,2,0,13,3,8.74,7214
2019,40992,22231,4,6,3.6,6,2.0,14,2,0,0,2,0,1,2,1.43,7215
2011,33950,120500,4,4,4.8,8,4.0,14,0,0,0,2,0,30,3,9.52,7216
2016,15992,99846,4,7,3.6,6,7.0,14,2,0,0,0,1,1,2,6.16,7217
2016,23992,42674,4,5,3.6,6,1.0,14,3,0,0,3,1,14,2,3.78,7218
2006,4999,165743,4,5,1.3,4,1.0,14,5,6,0,0,0,6,0,13.91,7219
2012,8999,276773,4,5,5.3,8,5.0,14,1,1,0,4,1,12,2,15.53,7220
2007,9999,182800,4,6,5.3,8,5.0,14,5,1,0,4,1,12,2,14.12,7221
2012,5885,156637,4,5,2.4,4,1.0,14,4,0,0,0,0,14,2,10.53,7222
2012,6995,215605,4,7,3.6,6,2.0,14,7,0,0,2,0,12,2,12.98,7223
2014,6495,153227,4,5,1.6,4,4.0,14,1,0,0,0,0,5,0,9.38,7224
2020,52995,2800,4,5,2.0,4,2.0,14,2,0,0,2,0,20,3,0.12,7225
2014,6490,114200,4,5,1.6,4,1.0,14,2,0,0,0,0,5,0,7.76,7226
2013,6495,204354,4,5,2.4,4,1.0,14,2,0,0,0,0,9,1,12.01,7227
2014,5495,227971,4,7,3.6,6,7.0,14,5,0,0,0,1,1,2,12.5,7228
2010,4495,185270,4,5,2.5,4,2.0,14,2,0,0,0,0,16,2,12.72,7229
2019,35995,12070,3,2,3.6,6,8.0,14,0,0,0,0,0,7,2,1.0,7230
2019,34995,16477,2,2,6.0,8,8.0,14,0,0,0,3,1,10,2,1.19,7231
2010,5999,121873,2,5,2.0,4,3.0,14,7,0,0,0,0,9,1,10.08,7232
2014,16999,165612,4,5,5.7,8,5.0,14,1,0,0,4,0,7,2,9.9,7233
2015,10490,146480,4,5,2.4,4,2.0,14,1,0,0,0,0,4,2,8.6,7234
2019,22990,4667,4,5,1.5,4,2.0,14,1,0,0,0,0,16,2,0.69,7235
2019,49992,15942,4,5,2.0,4,2.0,14,5,0,0,4,0,4,2,1.16,7236
2018,18990,17500,5,5,2.4,4,2.0,14,4,0,0,4,0,4,2,1.73,7237
2009,5900,159656,4,7,3.5,6,2.0,14,3,0,0,3,0,1,2,12.15,7238
2019,18990,34607,4,5,2.0,4,2.0,14,3,0,0,0,0,24,0,1.94,7239
2018,29995,25900,2,4,3.6,6,2.0,14,2,0,1,4,0,4,2,2.08,7240
2014,12499,56753,4,5,0.0,4,1.0,14,0,0,0,1,0,20,3,5.36,7241
2012,12500,85000,4,5,2.0,4,2.0,14,0,0,0,2,0,18,3,7.54,7242
2016,12995,147500,4,5,2.0,4,1.0,14,5,0,0,0,1,21,2,8.15,7243
2012,9995,130300,4,5,1.5,4,4.0,14,4,0,0,0,0,0,0,9.43,7244
2015,8495,161455,4,5,1.4,4,1.0,14,7,0,0,0,0,12,2,9.23,7245
2017,21992,56569,4,5,2.0,4,2.0,14,5,0,0,2,0,5,0,3.86,7246
2018,15992,54871,4,5,1.4,4,1.0,14,0,0,0,0,0,12,2,3.29,7247
2015,5999,141128,4,5,1.8,4,1.0,14,1,0,1,0,0,9,1,8.38,7248
2014,9995,182672,4,5,2.0,4,2.0,14,1,1,0,4,0,16,2,10.61,7249
2016,19998,46211,4,5,1.6,4,2.0,14,1,0,0,2,0,5,0,3.93,7250
2013,10998,56253,4,5,1.8,4,1.0,14,4,0,0,0,0,5,0,5.84,7251
2017,19999,37144,4,5,2.5,4,2.0,14,0,0,0,0,0,5,0,3.05,7252
2007,5999,144094,4,5,2.4,4,2.0,14,4,0,0,4,0,4,2,12.5,7253
2017,14998,19532,4,5,1.6,4,4.0,14,0,0,0,0,0,5,0,2.31,7254
2010,8499,164496,2,6,4.6,8,5.0,14,4,1,0,3,0,16,2,11.85,7255
2014,13995,41000,4,5,2.0,4,4.0,14,4,0,0,0,0,13,3,4.71,7256
2016,11995,171412,4,5,2.5,4,2.0,14,1,0,0,2,0,5,0,9.14,7257
2018,24499,88155,4,5,2.0,4,2.0,14,0,0,0,2,0,17,3,4.67,7258
2012,14999,134401,4,5,3.6,6,2.0,14,7,0,0,4,1,4,2,9.6,7259
2019,41475,6000,4,5,2.0,4,2.0,14,2,0,0,2,0,17,3,0.75,7260
2012,5495,130030,4,5,2.0,4,4.0,14,2,0,0,0,1,16,2,9.42,7261
2012,5555,134350,2,4,2.4,4,3.0,14,1,0,0,0,0,9,1,9.6,7262
2015,6999,176900,4,5,2.5,4,1.0,14,4,0,0,0,0,5,0,9.87,7263
2012,7777,147700,4,5,2.0,4,1.0,14,7,0,0,0,2,17,3,10.15,7264
2016,9995,193042,4,7,3.6,6,7.0,14,1,0,0,0,1,1,2,10.04,7265
2014,10495,159686,4,5,1.6,4,2.0,14,7,1,0,4,0,16,2,9.65,7266
2012,12950,153000,4,5,2.0,4,2.0,14,1,0,0,2,0,20,3,10.38,7267
2007,5950,221000,4,5,3.5,6,1.0,14,5,1,0,2,0,22,0,15.71,7268
2018,25488,81267,4,5,3.2,6,2.0,14,5,0,0,4,0,4,2,4.39,7269
2018,21988,95987,4,5,2.5,4,2.0,14,4,0,0,2,0,8,0,5.0,7270
2019,99997,1811,2,5,6.2,8,3.0,14,0,0,0,3,0,1,2,0.58,7271
2009,3500,174200,4,5,2.4,4,4.0,14,3,1,0,0,0,14,2,12.76,7272
2006,2995,137000,4,5,3.5,6,1.0,14,7,1,0,0,0,23,2,12.71,7273
2005,4495,110300,4,5,3.5,6,1.0,14,7,1,0,3,0,14,2,12.1,7274
2014,6699,112977,4,5,1.6,4,1.0,14,3,0,0,0,0,2,1,7.71,7275
2011,5999,177917,4,5,2.5,5,9.0,14,0,0,0,0,0,17,3,11.91,7276
2016,7999,156261,4,5,1.6,4,4.0,14,4,0,0,0,0,2,1,8.51,7277
2015,9995,21549,4,5,1.0,3,4.0,14,7,0,1,0,0,16,2,3.4,7278
2013,4995,211000,4,5,1.8,4,1.0,14,2,0,0,0,0,5,0,12.29,7279
2012,9995,173000,4,7,3.6,6,7.0,14,2,0,0,0,0,14,2,11.21,7280
2010,5495,162000,4,7,2.7,6,7.0,14,4,0,0,0,0,9,1,11.75,7281
2018,12999,78423,4,5,2.0,4,1.0,14,4,0,0,0,0,9,1,4.27,7282
2018,29999,29270,4,6,5.3,8,5.0,14,2,1,0,4,0,12,2,2.22,7283
2016,24995,64242,2,2,6.0,8,8.0,14,0,0,0,3,1,10,2,4.68,7284
2019,36995,13011,3,2,3.6,6,8.0,14,0,0,0,0,0,7,2,1.04,7285
2009,3799,154982,4,5,1.6,4,1.0,14,0,0,0,0,0,12,2,11.96,7286
2012,4995,225000,4,5,2.0,4,4.0,14,4,0,0,0,0,15,0,13.38,7287
2015,8499,45529,4,5,0.0,4,4.0,14,0,0,0,1,0,5,0,4.4,7288
2011,4496,145574,4,5,1.6,4,4.0,14,0,0,0,0,0,16,2,10.57,7289
2007,8595,92120,4,5,3.5,6,1.0,14,2,0,0,2,0,13,3,10.34,7290
2013,7500,144531,4,5,1.4,4,1.0,14,7,0,0,0,0,12,2,9.52,7291
2006,6993,118000,4,5,3.7,6,2.0,14,2,0,0,4,0,4,2,11.92,7292
2012,6995,226000,4,5,1.5,4,1.0,14,0,0,0,0,0,0,0,13.42,7293
2013,12995,108000,4,7,3.6,6,7.0,14,2,0,0,0,0,1,2,8.0,7294
2018,29998,55257,5,5,2.5,4,2.0,14,7,0,0,2,0,0,0,3.3,7295
2016,34998,108666,5,7,3.5,6,2.0,14,7,0,0,2,0,0,0,6.53,7296
2017,11998,108940,4,5,2.0,4,1.0,14,5,0,0,0,0,2,1,6.04,7297
2014,17950,102271,4,5,2.0,4,2.0,14,6,0,0,2,0,8,0,7.26,7298
2008,4945,175000,4,7,3.3,6,7.0,14,7,1,0,0,0,1,2,13.29,7299
2011,7245,153000,4,7,3.6,6,7.0,14,4,0,0,0,0,1,2,10.88,7300
2008,7995,211206,4,6,5.7,8,5.0,14,3,1,0,4,0,1,2,14.8,7301
2019,52995,13614,4,5,2.8,4,5.0,14,2,0,0,4,2,12,2,1.07,7302
2010,5945,166000,4,5,3.5,6,1.0,14,8,0,0,3,0,14,2,11.92,7303
2013,11990,129000,4,5,1.8,4,1.0,14,2,0,0,0,0,0,0,8.88,7304
2009,7990,193000,4,5,2.0,4,2.0,14,2,0,0,2,0,17,3,13.54,7305
2012,8995,162672,4,5,2.4,4,2.0,14,4,0,0,2,0,12,2,10.78,7306
2019,18490,27164,4,5,1.4,4,1.0,14,3,0,1,0,0,17,3,1.63,7307
2012,8998,155708,4,5,2.4,4,2.0,14,6,0,0,0,0,4,2,10.49,7308
2014,13595,96587,5,5,1.5,4,4.0,14,5,1,0,0,0,0,0,7.02,7309
2019,19998,32339,4,5,1.5,4,2.0,14,4,0,0,0,0,24,0,1.85,7310
2014,10900,108488,4,5,2.5,4,1.0,14,7,0,0,0,0,5,0,7.52,7311
2015,13444,53876,4,5,1.8,4,1.0,14,0,1,0,0,0,6,0,4.74,7312
2012,9995,156522,4,5,2.0,4,1.0,14,2,0,1,0,0,17,3,10.52,7313
2010,5995,206264,4,2,2.0,4,7.0,14,3,0,0,0,0,16,2,13.59,7314
2008,5495,220000,4,7,3.5,6,7.0,14,7,0,0,0,0,6,0,15.17,7315
2015,9995,202170,2,3,3.6,6,5.0,14,1,1,0,3,1,7,2,10.92,7316
2017,20288,88680,4,5,2.0,4,2.0,14,2,0,0,2,0,8,0,5.2,7317
2010,3995,274838,4,7,3.3,6,7.0,14,0,1,0,0,0,1,2,16.45,7318
2014,18950,121349,4,5,3.0,6,2.0,14,2,0,0,2,0,18,3,8.06,7319
2016,13999,63916,4,5,1.6,4,2.0,14,4,0,0,0,0,16,2,4.66,7320
2009,6499,123715,4,5,3.3,6,2.0,14,6,0,0,2,0,2,1,10.65,7321
2017,22495,45475,3,2,4.8,8,8.0,14,1,1,0,3,0,10,2,3.39,7322
2017,20995,46375,3,2,4.8,8,8.0,14,1,1,0,3,0,10,2,3.43,7323
2012,8998,161759,4,5,2.4,4,2.0,14,8,0,0,2,0,2,1,10.74,7324
2016,12398,181353,4,5,1.8,4,2.0,14,1,0,0,0,0,6,0,9.56,7325
2006,5450,162000,4,5,2.0,4,1.0,14,4,1,0,2,0,20,3,13.75,7326
2020,20588,36811,4,5,1.8,4,1.0,14,4,0,0,0,0,0,0,1.53,7327
2015,14488,65199,4,7,3.6,6,7.0,14,4,0,0,0,0,1,2,5.22,7328
2016,24998,71286,4,5,2.5,4,2.0,14,2,0,0,2,0,0,0,4.97,7329
2011,7499,145267,4,5,2.5,4,2.0,14,3,0,0,4,0,16,2,10.55,7330
2011,4995,173000,4,5,2.0,4,9.0,14,5,0,0,0,0,2,1,11.71,7331
2013,14995,108000,4,5,2.0,4,1.0,14,5,0,0,2,0,18,3,8.0,7332
2018,20998,39488,4,5,2.0,4,2.0,14,6,0,0,2,0,5,0,2.65,7333
2012,16950,81440,4,5,3.6,6,2.0,14,7,0,0,4,0,4,2,7.39,7334
2016,22995,79372,4,5,2.0,4,2.0,14,1,0,0,2,0,20,3,5.31,7335
2014,13490,155145,5,5,2.0,4,2.0,14,6,0,0,2,0,8,0,9.46,7336
2012,8992,118446,4,5,2.4,4,2.0,14,7,0,0,0,0,1,2,8.94,7337
2014,15995,37472,4,5,1.8,4,4.0,14,7,0,0,0,0,0,0,4.56,7338
2013,7995,122699,4,5,2.0,4,4.0,14,7,0,0,0,0,16,2,8.61,7339
2013,6495,176860,4,5,2.4,4,1.0,14,7,1,0,0,0,2,1,10.87,7340
2014,15990,76450,2,4,2.0,4,3.0,14,4,0,1,3,0,8,0,6.19,7341
2014,10998,107485,4,5,2.0,4,1.0,14,0,0,0,0,0,2,1,7.48,7342
2015,8999,154210,4,5,2.4,4,1.0,14,2,0,0,4,0,24,0,8.93,7343
2019,25999,24973,4,5,1.4,4,1.0,14,1,0,0,0,0,17,3,1.54,7344
2017,10899,63254,4,5,0.0,4,2.0,14,0,0,0,1,0,1,2,4.14,7345
2016,15998,102247,4,5,1.8,4,1.0,14,2,0,0,0,0,0,0,6.26,7346
2019,18388,31704,4,5,1.8,4,1.0,14,8,0,0,0,0,0,0,1.82,7347
2012,7999,148590,4,5,1.5,4,4.0,14,2,0,0,0,0,0,0,10.19,7348
2018,14999,88374,4,5,2.0,4,1.0,14,4,0,0,0,0,2,1,4.68,7349
2007,5695,202870,4,7,3.5,6,7.0,14,7,1,0,0,0,6,0,14.95,7350
2011,8995,172285,4,5,2.4,4,2.0,14,7,0,0,0,0,6,0,11.68,7351
2013,6995,176000,4,5,2.4,4,2.0,14,2,0,1,0,0,9,1,10.83,7352
2016,8995,147474,4,5,1.4,4,1.0,14,2,0,0,0,0,12,2,8.14,7353
2017,22499,64625,4,5,2.0,4,2.0,14,0,0,0,2,0,17,3,4.19,7354
2016,12699,98640,4,5,1.4,4,1.0,14,0,0,0,0,0,17,3,6.11,7355
2013,12900,93788,4,7,3.6,6,7.0,14,1,0,0,0,0,1,2,7.41,7356
2016,15900,138568,4,5,3.5,6,1.0,14,1,0,0,0,0,5,0,7.77,7357
2013,5999,184950,4,5,2.4,4,1.0,14,5,0,0,0,0,2,1,11.21,7358
2012,4995,254450,4,5,2.0,4,9.0,14,1,0,0,0,2,17,3,14.6,7359
2010,4995,136,4,5,2.4,4,2.0,14,6,0,0,4,0,4,2,5.01,7360
2012,6995,177250,4,5,2.0,4,2.0,14,1,0,0,0,0,17,3,11.39,7361
2013,9995,126600,4,5,2.0,4,1.0,14,2,0,0,0,2,17,3,8.78,7362
2011,4999,247262,4,5,2.4,4,1.0,14,7,0,0,0,0,6,0,14.8,7363
2008,5499,158358,4,5,3.6,6,3.0,14,7,1,0,3,0,25,2,12.6,7364
2010,4999,198000,4,5,2.4,4,2.0,14,0,0,0,2,0,12,2,13.25,7365
2012,5999,212104,4,7,3.6,6,7.0,14,2,0,0,0,0,1,2,12.84,7366
2012,6499,146157,4,5,2.5,4,2.0,14,4,0,0,0,0,5,0,10.09,7367
2013,5499,196217,4,5,0.0,4,1.0,14,2,0,0,0,0,17,3,11.68,7368
2013,9999,110230,4,5,2.0,4,1.0,14,13,2,0,0,2,17,3,8.09,7369
2009,7995,147980,4,5,3.0,6,9.0,14,1,0,0,2,0,18,3,11.67,7370
2012,14495,128766,4,6,5.7,8,5.0,14,3,1,0,4,0,7,2,9.37,7371
2016,24995,75884,4,5,2.0,4,2.0,14,2,0,0,2,0,20,3,5.16,7372
2017,29999,51268,4,5,3.6,6,2.0,14,8,0,0,4,0,17,3,3.64,7373
2016,16700,72411,4,5,2.5,4,1.0,14,4,0,0,0,0,5,0,5.02,7374
2012,12950,93162,2,4,2.5,5,3.0,14,2,0,0,0,0,17,3,7.88,7375
2007,5495,235000,4,7,3.5,6,9.0,14,1,1,0,0,0,0,0,16.29,7376
2015,7495,144594,4,5,1.8,4,1.0,14,1,0,0,0,0,9,1,8.52,7377
2011,7995,198000,4,8,4.6,8,2.0,14,3,0,0,4,0,9,1,12.75,7378
2011,9495,134000,4,5,3.5,6,9.0,14,2,0,0,0,0,16,2,10.08,7379
2009,4495,239423,4,5,3.5,6,2.0,14,4,1,0,2,0,5,0,15.48,7380
2013,8900,118984,2,4,2.5,5,3.0,14,1,0,1,0,0,17,3,8.46,7381
2008,3998,281409,4,5,1.8,4,1.0,14,0,1,1,0,0,6,0,17.73,7382
2020,20588,34522,4,5,1.8,4,1.0,14,1,0,0,0,0,0,0,1.44,7383
2020,20588,31610,4,5,1.8,4,1.0,14,7,0,0,0,0,0,0,1.32,7384
2020,20588,27599,4,5,1.8,4,1.0,14,7,0,0,0,0,0,0,1.15,7385
2017,39255,63355,4,5,5.7,8,5.0,14,1,0,0,4,0,0,0,4.14,7386
2020,20588,29071,4,5,1.8,4,1.0,14,1,0,0,0,0,0,0,1.21,7387
2020,20588,25569,4,5,1.8,4,1.0,14,7,0,0,0,0,0,0,1.07,7388
2020,20588,31722,4,5,1.8,4,1.0,14,1,0,0,0,0,0,0,1.32,7389
2005,28490,73000,2,2,6.0,8,6.0,14,12,0,0,3,0,12,2,10.54,7390
2011,12999,139712,4,5,5.7,8,1.0,14,4,0,0,3,0,14,2,10.32,7391
2013,9999,158185,4,5,3.5,6,1.0,14,1,0,0,0,0,16,2,10.09,7392
2018,36999,68670,4,7,3.6,6,2.0,14,0,0,0,2,0,17,3,3.86,7393
2020,20588,31054,4,5,1.8,4,1.0,14,7,0,0,0,0,0,0,1.29,7394
2020,44899,90,4,5,2.0,4,2.0,14,0,0,0,2,0,17,3,0.0,7395
2011,14995,79680,4,5,3.5,6,9.0,14,4,0,0,2,0,13,3,7.82,7396
2003,4995,106145,4,5,1.8,4,1.0,14,7,0,0,0,0,0,0,12.92,7397
2013,6495,158250,4,5,2.0,4,1.0,14,1,0,1,0,0,17,3,10.09,7398
2015,7998,58958,4,5,1.6,4,4.0,14,3,0,1,0,0,5,0,4.96,7399
2012,8499,177625,4,5,2.0,4,1.0,14,1,0,0,0,0,17,3,11.4,7400
2018,22199,22803,4,5,0.0,4,1.0,14,0,0,0,1,0,8,0,1.95,7401
2012,8998,105423,4,5,1.6,4,1.0,14,2,0,0,0,0,5,0,8.39,7402
2016,22995,65000,4,5,3.7,6,2.0,14,2,0,0,2,0,22,0,4.71,7403
2019,44888,12874,4,7,3.5,6,2.0,14,1,0,0,2,0,0,0,1.04,7404
2014,11999,114817,4,5,2.0,4,1.0,14,2,0,0,0,3,16,2,7.78,7405
2015,9495,159039,4,5,2.0,4,1.0,14,5,0,0,0,0,15,0,9.13,7406
2015,7995,129358,4,5,1.4,4,1.0,14,7,1,1,0,0,12,2,7.89,7407
2010,4495,195325,4,5,2.5,4,1.0,14,10,0,0,0,0,16,2,13.14,7408
2018,25999,17147,4,5,2.0,4,2.0,14,1,0,0,2,0,17,3,1.71,7409
2019,26999,12237,4,5,2.0,4,2.0,14,5,0,0,2,0,17,3,1.01,7410
2016,15988,130627,4,5,2.5,4,2.0,14,0,0,0,2,0,8,0,7.44,7411
2013,8999,83902,4,5,1.6,4,4.0,14,1,0,0,0,0,2,1,7.0,7412
2016,24988,71997,4,8,3.5,6,7.0,14,1,0,0,0,0,6,0,5.0,7413
2018,15999,34211,4,5,1.8,4,1.0,14,4,0,0,0,0,5,0,2.43,7414
2015,15999,48437,2,4,2.0,4,4.0,14,2,0,1,0,0,26,5,4.52,7415
2015,21999,65158,4,5,2.5,4,2.0,14,5,0,0,2,0,8,0,5.21,7416
2016,10899,116439,4,5,0.0,4,1.0,14,0,0,0,1,0,5,0,6.85,7417
2017,12998,10404,4,5,1.6,4,4.0,14,2,0,0,0,0,5,0,1.93,7418
2015,22950,73318,4,7,3.5,6,2.0,14,7,1,0,2,0,16,2,5.55,7419
2013,12950,154778,4,5,2.0,4,2.0,14,2,0,0,2,0,18,3,9.95,7420
2017,15950,48018,4,5,2.0,4,4.0,14,4,0,1,2,0,8,0,3.5,7421
2015,15950,49092,2,4,2.0,4,4.0,14,1,0,0,0,0,26,5,4.55,7422
2011,8950,91875,2,4,1.6,4,4.0,14,4,0,0,0,0,26,5,8.33,7423
2009,11999,271874,4,5,3.8,6,2.0,14,2,1,1,4,0,4,2,16.83,7424
2009,5999,175366,4,5,2.5,4,9.0,14,7,0,1,2,0,8,0,12.81,7425
2019,46995,10174,2,4,2.0,4,3.0,14,5,0,0,2,0,20,3,0.92,7426
2010,6495,142000,4,5,2.5,4,2.0,14,2,0,0,2,0,5,0,10.92,7427
2010,3995,172130,4,5,2.0,4,1.0,14,1,1,0,0,0,16,2,12.17,7428
2017,14995,96103,4,5,1.5,4,2.0,14,7,0,0,0,0,16,2,5.5,7429
2012,8999,141730,4,5,2.4,4,1.0,14,1,1,0,0,0,2,1,9.91,7430
2020,45488,10600,4,5,2.0,4,2.0,14,0,0,0,2,0,17,3,0.44,7431
2010,4495,99000,4,5,1.6,4,1.0,14,3,0,0,0,0,2,1,9.12,7432
2017,12599,25359,4,5,0.0,4,1.0,14,0,0,0,1,0,2,1,2.56,7433
2015,15990,62000,4,5,1.6,4,4.0,14,1,0,0,2,0,5,0,5.08,7434
2012,13490,138000,4,5,3.5,6,4.0,14,1,1,0,2,0,0,0,9.75,7435
2018,18999,22822,2,4,2.0,4,3.0,14,3,0,0,0,0,17,3,1.95,7436
2015,12999,71531,4,5,2.0,4,4.0,14,5,0,0,0,0,15,0,5.48,7437
2008,8950,174000,4,5,3.0,6,1.0,14,5,2,0,2,0,18,3,13.25,7438
2010,2295,136053,3,4,0.0,4,5.0,14,3,0,0,3,0,12,2,10.67,7439
2011,8995,137000,4,5,1.8,4,9.0,14,0,1,0,0,0,0,0,10.21,7440
2008,5988,180594,4,7,3.3,6,7.0,14,0,0,0,0,0,1,2,13.52,7441
2014,26995,164469,4,6,5.7,8,5.0,14,1,0,0,4,0,7,2,9.85,7442
2011,11995,178098,4,5,3.5,6,2.0,14,2,0,0,2,0,22,0,11.92,7443
2006,5995,225085,4,4,2.4,4,9.0,14,5,1,0,0,0,6,0,16.38,7444
2014,9495,154642,4,7,3.6,6,7.0,14,4,0,0,0,1,1,2,9.44,7445
2002,16500,208775,2,5,3.2,6,3.0,14,7,0,1,3,0,18,3,17.7,7446
2014,9995,137993,4,5,2.5,4,1.0,14,2,0,0,0,0,5,0,8.75,7447
2012,4995,296650,4,5,3.0,6,2.0,14,2,1,0,0,1,16,2,16.36,7448
2008,7495,173681,2,6,5.4,8,5.0,14,2,1,0,4,1,16,2,13.24,7449
2019,17990,20040,4,5,1.4,4,4.0,14,1,0,0,0,0,17,3,1.34,7450
2018,19995,14317,4,5,2.0,4,2.0,14,1,0,0,4,0,16,2,1.6,7451
2018,16495,59780,4,5,2.0,4,2.0,14,2,0,0,0,0,15,0,3.49,7452
2015,24998,55235,4,5,3.5,6,2.0,14,2,0,0,2,0,5,0,4.8,7453
2019,19490,29139,4,5,1.4,4,1.0,14,4,0,0,0,0,17,3,1.71,7454
2019,30992,27010,4,7,3.6,6,2.0,14,2,0,0,2,0,1,2,1.63,7455
2019,30992,27675,4,7,3.6,6,2.0,14,1,0,0,2,0,1,2,1.65,7456
2012,12000,211000,4,5,3.6,6,1.0,14,7,0,0,3,0,14,2,12.79,7457
2014,11800,149500,4,5,2.5,4,1.0,14,4,0,0,0,0,16,2,9.23,7458
2009,6600,111000,4,7,3.3,6,7.0,14,3,0,0,0,0,1,2,10.12,7459
2011,10500,103500,4,5,2.5,6,1.0,14,2,0,0,3,0,18,3,8.81,7460
2016,21789,59224,5,5,2.7,4,2.0,14,1,0,0,0,0,0,0,4.47,7461
2017,28998,36244,4,5,3.5,6,1.0,14,2,0,0,0,0,5,0,3.01,7462
2013,5995,196070,4,5,2.5,4,1.0,14,7,0,0,0,0,15,0,11.67,7463
2009,3995,261401,4,6,3.5,6,1.0,14,1,0,0,2,0,16,2,16.39,7464
2012,7995,131545,4,2,2.0,4,7.0,14,1,0,0,0,0,16,2,9.48,7465
2016,13495,124597,4,7,3.6,6,7.0,14,2,0,0,0,1,1,2,7.19,7466
2019,14998,13093,4,5,1.4,4,1.0,14,8,0,0,0,0,12,2,1.05,7467
2010,3995,165000,4,5,2.0,4,4.0,14,2,0,1,0,0,1,2,11.88,7468
2019,19498,18626,4,5,1.8,4,9.0,14,1,0,0,2,0,17,3,1.28,7469
2008,3995,220994,4,7,3.3,6,7.0,14,7,0,0,0,0,1,2,15.21,7470
2014,11900,92521,4,5,2.4,4,1.0,14,4,1,0,0,0,9,1,6.86,7471
2015,5998,173765,4,5,1.8,4,1.0,14,7,0,0,0,0,5,0,9.74,7472
2019,43999,40715,4,7,3.6,6,2.0,14,0,0,0,2,0,17,3,2.2,7473
2019,56995,2567,4,5,2.0,4,4.0,14,4,0,0,2,0,20,3,0.61,7474
2010,5998,141854,4,5,2.0,4,1.0,14,8,0,0,0,0,9,1,10.91,7475
2017,18988,133446,4,5,2.5,4,2.0,14,7,0,0,2,0,8,0,7.06,7476
2016,17998,94526,4,5,2.5,4,2.0,14,1,1,0,2,0,15,0,5.94,7477
2017,19988,19253,4,5,2.0,4,2.0,14,1,0,1,0,0,5,0,2.3,7478
2008,12950,133122,2,4,3.0,6,6.0,14,2,5,0,3,0,18,3,11.55,7479
2010,5995,141019,4,2,3.3,6,7.0,14,1,1,0,0,0,1,2,10.88,7480
2017,17999,36444,4,5,1.8,4,9.0,14,1,0,0,0,0,17,3,3.02,7481
2018,13990,56744,4,5,1.4,4,1.0,14,4,0,0,0,0,12,2,3.36,7482
2013,8895,99643,4,5,2.0,4,1.0,14,7,0,0,0,0,17,3,7.65,7483
2013,8995,117915,4,5,2.5,4,1.0,14,1,0,0,0,0,16,2,8.41,7484
2017,24498,52413,4,5,2.5,4,2.0,14,9,0,0,2,0,5,0,3.68,7485
2011,10995,84000,4,5,2.4,4,1.0,14,0,0,0,0,0,2,1,8.0,7486
2019,29999,7019,4,5,1.8,4,9.0,14,1,0,0,2,0,17,3,0.79,7487
2014,12900,135282,4,7,3.6,6,7.0,14,4,0,0,0,1,14,2,8.64,7488
2016,17500,73439,4,5,2.0,4,2.0,14,4,0,0,2,0,15,0,5.06,7489
2016,14500,58873,4,5,2.0,4,1.0,14,7,1,0,0,0,9,1,4.45,7490
2014,6495,110784,4,5,2.0,4,1.0,14,2,0,1,0,1,16,2,7.62,7491
2013,7500,135031,4,5,2.4,4,1.0,14,7,0,0,0,0,2,1,9.13,7492
2012,6899,151549,4,5,2.4,4,2.0,14,0,0,0,0,0,1,2,10.31,7493
2017,22488,63400,4,5,2.5,4,2.0,14,1,0,0,2,0,8,0,4.14,7494
2016,10995,96228,4,5,1.8,4,4.0,14,2,0,0,0,0,17,3,6.01,7495
2019,46249,9340,4,7,3.6,6,2.0,14,0,0,0,2,0,17,3,0.89,7496
2016,27995,66305,4,5,2.0,4,2.0,14,2,0,0,2,0,20,3,4.76,7497
2018,12899,55755,4,5,0.0,4,1.0,14,0,0,0,1,0,6,0,3.32,7498
2018,19998,40253,5,2,2.0,4,7.0,14,1,1,0,0,0,5,0,2.68,7499
2016,10999,117954,4,5,2.5,4,1.0,14,4,0,0,0,0,16,2,6.91,7500
2011,12999,172994,2,4,3.6,6,3.0,14,2,0,0,3,0,12,2,11.71,7501
2015,16999,98155,4,5,3.5,6,2.0,14,4,0,0,2,0,16,2,6.59,7502
2017,20488,80699,4,5,2.5,4,2.0,14,1,0,0,2,0,8,0,4.86,7503
2017,21998,95344,4,5,3.5,6,2.0,14,4,0,0,2,0,5,0,5.47,7504
2013,9500,155672,4,7,3.6,6,1.0,14,2,0,0,0,0,1,2,9.99,7505
2017,16288,93627,4,5,2.0,4,4.0,14,1,0,0,2,0,8,0,5.4,7506
2019,28998,13431,4,5,3.5,6,2.0,14,1,0,0,2,0,5,0,1.06,7507
2019,17444,40076,4,5,2.0,4,1.0,14,0,0,0,0,0,9,1,2.17,7508
2019,29444,59225,4,5,3.2,6,2.0,14,0,0,0,4,0,4,2,2.97,7509
2011,6494,216620,4,5,3.5,6,9.0,14,2,0,0,0,0,16,2,13.53,7510
2009,3495,254000,4,7,3.3,6,7.0,14,2,1,0,0,0,1,2,16.08,7511
2011,8995,166682,4,4,2.0,4,1.0,14,4,0,0,2,0,20,3,11.45,7512
