year,price,mileage,door,passenger,displacement,cylinder,body_type_num,location_index,exterior_color(i),interior_color(i),transmission(i),drive_type(i),fuel_index,brand_i,country_i,real_year,vehicle_id
2020,38927,7567,4,5,2.5,4,1.0,17,0,0,0,0,0,15,0,0.32,10446
2013,13000,89544,4,5,2.5,4,2.0,17,3,0,0,2,0,5,0,7.23,10447
2012,11995,165500,4,5,3.6,6,1.0,17,7,0,0,3,0,1,2,10.9,10448
2015,11495,221500,4,5,2.4,4,2.0,17,1,0,0,2,0,10,2,11.73,10449
2017,22995,65100,4,5,0.0,4,1.0,17,1,0,0,1,0,1,2,4.21,10450
2018,38995,54200,4,5,5.3,8,5.0,17,2,0,0,4,0,12,2,3.26,10451
2015,10495,162400,4,5,2.0,4,4.0,17,5,0,0,0,0,9,1,9.27,10452
2015,14495,199979,4,4,4.0,6,5.0,17,1,0,0,3,0,5,0,10.83,10453
2019,30495,54200,4,7,3.6,6,7.0,17,2,0,0,0,1,1,2,2.76,10454
2019,44900,17269,4,12,3.7,6,9.0,17,1,0,0,3,1,16,2,1.22,10455
2019,26923,16659,4,5,1.5,4,4.0,17,3,0,1,0,0,6,0,1.19,10456
2019,19990,3567,4,5,1.5,4,1.0,17,4,0,0,0,0,16,2,0.65,10457
2017,15990,79124,4,5,2.0,4,2.0,17,7,0,0,0,0,2,1,4.8,10458
2009,2995,239822,4,5,2.5,4,2.0,17,1,0,0,2,0,5,0,15.49,10459
2011,8995,216063,4,5,2.5,4,2.0,17,3,0,0,0,0,16,2,13.5,10460
2014,12238,171750,4,5,2.4,4,2.0,17,4,0,0,2,0,2,1,10.16,10461
2018,48999,26286,4,5,5.7,8,5.0,17,1,0,0,4,0,7,2,2.1,10462
2015,10000,186872,4,5,3.6,6,1.0,17,2,0,0,0,0,14,2,10.29,10463
2015,18988,118105,4,5,2.5,4,2.0,17,7,0,0,2,0,5,0,7.42,10464
2014,9738,150710,4,5,2.5,4,4.0,17,2,0,0,0,0,15,0,9.28,10465
2017,24738,31257,4,5,3.5,6,2.0,17,2,1,0,0,0,5,0,2.8,10466
2018,37738,40625,4,7,3.6,6,2.0,17,4,0,0,2,0,17,3,2.69,10467
2018,23738,60978,4,7,3.6,6,7.0,17,4,0,0,0,1,1,2,3.54,10468
2013,16238,129000,4,5,3.5,6,7.0,17,2,0,0,0,0,0,0,8.88,10469
2012,11249,162758,4,5,2.5,4,2.0,17,2,0,0,2,0,5,0,10.78,10470
2012,12988,137523,4,5,2.0,4,2.0,17,4,0,0,2,0,18,3,9.73,10471
2014,14988,132088,4,7,3.6,6,7.0,17,1,0,0,0,0,14,2,8.5,10472
2009,6300,172985,4,5,3.4,6,2.0,17,2,0,0,0,0,12,2,12.71,10473
2017,29738,56978,4,2,3.7,6,8.0,17,1,0,0,0,0,16,2,3.87,10474
2015,34749,57768,4,5,3.0,6,2.0,17,1,0,0,2,2,20,3,4.91,10475
2015,18988,134059,4,5,3.7,6,2.0,17,2,0,0,2,0,22,0,8.09,10476
2016,15238,106774,4,5,2.5,4,2.0,17,3,0,0,2,0,5,0,6.45,10477
2018,16738,163978,4,5,1.5,4,2.0,17,7,0,0,4,0,16,2,7.83,10478
2017,19238,83000,4,5,2.4,4,2.0,17,4,0,0,4,0,24,0,4.96,10479
2017,28238,48479,4,4,3.6,6,5.0,17,4,0,0,4,0,10,2,3.52,10480
2018,36738,85471,4,8,3.5,6,2.0,17,2,0,0,2,0,6,0,4.56,10481
2015,12498,119690,4,5,2.4,4,2.0,17,1,0,1,4,0,4,2,7.49,10482
2017,28488,76950,4,5,3.6,6,2.0,17,0,0,0,2,0,25,2,4.71,10483
2010,9995,361106,4,5,4.6,8,5.0,17,1,0,0,4,1,16,2,20.05,10484
2018,20988,78980,4,7,3.6,6,7.0,17,1,0,0,0,0,1,2,4.29,10485
2014,20991,228000,3,2,2.1,4,8.0,17,1,0,0,3,2,13,3,12.5,10486
2015,33991,92000,4,5,3.0,6,2.0,17,2,0,0,2,0,30,3,6.33,10487
2017,25998,102114,4,5,3.6,6,2.0,17,7,0,0,4,0,4,2,5.75,10488
2014,18991,249000,3,2,2.1,4,8.0,17,1,0,0,3,2,13,3,13.38,10489
2016,31990,65000,4,5,2.0,4,2.0,17,1,0,0,4,0,34,5,4.71,10490
2019,38900,29209,4,2,6.0,8,8.0,17,1,0,0,3,1,12,2,1.72,10491
2008,3295,136675,4,5,2.2,4,1.0,17,7,1,0,0,0,23,2,11.69,10492
2006,4495,177834,4,5,3.8,6,1.0,17,0,0,0,0,0,21,2,14.41,10493
2017,17462,55255,4,5,1.5,4,2.0,17,1,0,0,0,0,16,2,3.8,10494
2015,12445,41855,4,5,1.6,4,4.0,17,0,0,0,0,0,16,2,4.24,10495
2015,21095,55785,4,5,2.4,4,2.0,17,0,0,0,4,0,4,2,4.82,10496
2014,14495,151489,4,5,2.4,4,2.0,17,8,0,0,2,0,6,0,9.31,10497
2016,10995,55958,4,5,1.4,4,1.0,17,4,0,0,0,0,12,2,4.33,10498
2020,66266,100,4,5,5.7,8,5.0,17,4,0,0,4,0,7,2,0.0,10499
2013,19495,165000,4,6,3.5,6,2.0,17,10,0,0,4,0,16,2,10.38,10500
2019,19495,47700,4,5,1.8,4,1.0,17,2,0,0,0,0,5,0,2.49,10501
2015,17495,93000,4,5,3.6,6,1.0,17,2,0,0,0,1,14,2,6.38,10502
2019,20995,45000,4,5,1.4,4,4.0,17,2,0,0,0,0,12,2,2.38,10503
2008,8995,118989,4,5,3.5,6,1.0,17,7,1,0,0,0,11,0,10.96,10504
2012,8895,165731,4,5,2.0,4,2.0,17,5,0,0,2,0,17,3,10.91,10505
2020,43999,3677,4,5,2.0,4,1.0,17,2,0,0,2,0,13,3,0.15,10506
2020,49459,5904,4,5,2.0,4,4.0,17,7,0,0,2,0,13,3,0.25,10507
2020,47299,3137,4,5,2.0,4,1.0,17,2,0,0,2,0,13,3,0.13,10508
2020,50974,5473,4,5,2.0,4,4.0,17,1,0,0,2,0,13,3,0.23,10509
2016,18495,71124,4,5,2.4,4,1.0,17,2,0,1,0,0,6,0,4.96,10510
2016,31987,68315,4,7,3.5,6,2.0,17,5,1,0,2,0,6,0,4.85,10511
2016,21227,125592,4,5,2.4,4,2.0,17,1,1,0,2,0,6,0,7.23,10512
2018,24990,42963,4,5,2.0,4,2.0,17,4,0,0,0,0,16,2,2.79,10513
2018,27300,38525,4,5,2.5,4,2.0,17,4,0,0,2,0,0,0,2.61,10514
2020,25957,10,4,5,2.0,4,4.0,17,1,0,0,0,0,0,0,0.0,10515
2015,29995,150910,3,2,3.0,6,8.0,17,1,0,0,4,2,13,3,8.79,10516
2016,32495,92000,4,6,3.5,6,2.0,17,2,0,0,4,0,16,2,5.83,10517
2020,22495,30000,4,5,2.0,4,1.0,17,3,0,0,0,0,2,1,1.25,10518
2018,23995,55800,4,5,2.0,4,2.0,17,7,0,0,4,0,16,2,3.32,10519
2019,28995,53200,4,5,2.0,4,2.0,17,1,0,0,2,0,5,0,2.72,10520
2017,31495,102400,4,5,5.7,8,5.0,17,4,0,0,4,0,7,2,5.77,10521
2017,15587,53806,4,5,2.0,4,1.0,17,9,0,0,0,0,2,1,3.74,10522
2016,19990,56000,4,5,2.0,4,2.0,17,2,0,0,2,0,17,3,4.33,10523
2014,24699,98536,4,7,3.5,6,2.0,17,6,2,0,2,0,3,0,7.11,10524
2018,80986,4589,2,5,6.2,8,3.0,17,2,0,0,3,0,1,2,1.19,10525
2019,29995,54600,4,7,3.6,6,7.0,17,2,0,0,0,1,1,2,2.78,10526
2019,28995,29800,4,5,3.6,6,1.0,17,1,0,0,3,1,1,2,1.74,10527
2018,25495,97500,4,7,3.6,6,7.0,17,1,0,0,0,1,1,2,5.06,10528
2020,23495,40355,4,5,2.0,4,4.0,17,5,0,0,0,0,9,1,1.68,10529
2019,40987,41163,4,8,3.5,6,7.0,17,1,3,0,0,0,6,0,2.22,10530
2015,13657,49203,4,5,1.8,4,1.0,17,1,1,0,0,0,6,0,4.55,10531
2015,15449,145005,4,5,3.5,6,1.0,17,1,0,0,0,0,6,0,8.54,10532
2016,27899,97105,4,7,3.5,6,2.0,17,2,2,0,2,0,3,0,6.05,10533
2011,7495,122939,4,5,2.5,4,1.0,17,1,0,0,0,0,16,2,9.62,10534
2017,15990,8000,4,5,1.8,4,1.0,17,4,0,0,0,0,5,0,1.83,10535
2017,19987,54164,4,5,2.4,4,1.0,17,2,0,0,0,0,3,0,3.76,10536
2016,17870,85108,4,5,1.6,4,2.0,17,0,0,0,2,0,2,1,5.55,10537
2004,28995,28787,2,2,5.7,8,6.0,17,0,0,0,3,0,12,2,9.2,10538
2016,29990,52000,4,5,2.5,5,2.0,17,2,0,0,2,0,19,4,4.17,10539
2016,42900,16990,4,5,3.6,6,7.0,17,4,0,0,0,1,1,2,2.71,10540
2018,29311,45198,4,5,1.5,4,2.0,17,5,0,0,2,0,6,0,2.88,10541
2016,17549,100986,4,5,1.8,4,2.0,17,4,0,0,2,0,6,0,6.21,10542
2017,22495,80821,4,5,2.4,4,2.0,17,7,0,0,2,0,10,2,4.87,10543
2016,18999,51000,4,5,2.0,4,4.0,17,4,5,0,2,0,13,3,4.12,10544
2016,20985,84446,4,5,2.0,4,1.0,17,1,0,0,2,0,13,3,5.52,10545
2015,14488,112350,4,7,3.6,6,7.0,17,4,0,0,0,0,1,2,7.18,10546
2013,10988,100732,4,7,3.6,6,7.0,17,1,0,0,0,1,1,2,7.7,10547
2007,12499,190900,5,5,4.0,6,2.0,17,7,1,0,4,0,0,0,14.45,10548
2008,17999,153950,4,5,4.0,6,5.0,17,5,1,0,4,0,0,0,12.41,10549
2019,16545,29191,4,5,1.6,4,4.0,17,2,0,0,0,0,5,0,1.72,10550
2017,24499,41000,4,7,3.6,6,7.0,17,4,0,0,0,1,1,2,3.21,10551
2012,14995,96792,3,2,4.0,6,8.0,17,1,1,0,3,0,5,0,8.03,10552
2013,7495,127154,4,5,1.8,4,1.0,17,2,0,1,0,0,6,0,8.8,10553
2014,23295,130523,4,5,5.7,8,5.0,17,7,0,0,4,0,7,2,8.44,10554
2019,30998,19299,2,5,2.5,4,2.0,17,2,0,0,0,0,0,0,1.3,10555
2014,12695,53411,4,5,1.4,4,1.0,17,1,0,0,0,0,12,2,5.23,10556
2019,15945,36483,4,5,1.6,4,4.0,17,6,0,0,0,0,5,0,2.02,10557
2018,15995,58329,4,5,1.8,4,1.0,17,0,0,0,0,0,5,0,3.43,10558
2009,13991,150000,4,5,4.4,8,2.0,17,7,0,0,2,0,18,3,11.75,10559
2017,24000,32376,5,7,2.4,4,2.0,17,1,0,0,4,0,24,0,2.85,10560
2016,16998,102226,4,5,2.0,4,1.0,17,2,0,0,2,0,18,3,6.26,10561
2015,16887,119654,4,5,2.0,4,2.0,17,3,0,0,2,0,2,1,7.49,10562
2018,15397,10404,4,5,1.6,4,4.0,17,3,0,1,0,0,5,0,1.43,10563
2015,12850,45374,4,5,1.8,4,1.0,17,0,1,0,0,0,12,2,4.39,10564
2016,23890,74784,4,5,3.5,6,2.0,17,1,0,0,2,0,5,0,5.12,10565
2011,14890,198545,4,6,5.7,8,5.0,17,7,0,0,4,0,0,0,12.77,10566
2017,28498,95462,2,5,2.5,4,2.0,17,4,0,0,2,0,0,0,5.48,10567
2018,27187,34730,4,5,2.0,4,2.0,17,0,0,0,4,0,16,2,2.45,10568
2017,24998,33520,4,5,3.5,6,2.0,17,2,0,0,0,0,16,2,2.9,10569
2018,31789,26363,4,6,3.3,6,5.0,17,5,0,0,4,1,16,2,2.1,10570
2019,35809,24482,4,5,2.7,6,5.0,17,1,0,0,4,0,16,2,1.52,10571
2017,16298,59000,2,5,2.0,4,1.0,17,1,0,0,0,0,9,1,3.96,10572
2018,8495,68137,4,5,1.4,4,4.0,17,7,0,1,0,0,12,2,3.84,10573
2009,5995,65600,4,5,3.4,6,2.0,17,7,1,0,0,0,23,2,8.23,10574
2016,17949,92355,4,5,2.4,4,1.0,17,1,0,0,0,0,6,0,5.85,10575
2018,32990,42299,4,7,3.5,6,2.0,17,2,0,0,4,0,16,2,2.76,10576
2010,7995,216262,4,5,3.5,6,2.0,17,4,1,0,4,0,0,0,14.01,10577
2017,37888,62561,4,5,2.0,4,2.0,17,5,0,0,2,0,13,3,4.11,10578
2018,13408,79589,4,5,1.6,4,4.0,17,2,0,0,0,0,9,1,4.32,10579
2017,16388,87203,4,5,2.0,4,1.0,17,1,0,0,0,0,16,2,5.13,10580
2015,19998,114143,4,5,4.0,6,5.0,17,2,0,0,4,0,5,0,7.26,10581
2019,24995,34161,4,5,2.0,4,4.0,17,7,0,0,0,0,21,2,1.92,10582
2017,25895,34108,2,5,2.0,4,2.0,17,1,0,0,2,0,2,1,2.92,10583
2016,19598,58126,2,5,2.5,4,2.0,17,2,0,0,2,0,0,0,4.42,10584
2014,11999,142990,5,7,3.6,6,2.0,17,1,1,0,0,0,1,2,8.96,10585
2018,58918,64934,4,5,3.0,6,2.0,17,4,0,0,2,0,13,3,3.71,10586
2020,50549,2065,4,5,2.0,4,1.0,17,2,0,0,2,0,13,3,0.09,10587
2020,50199,5149,4,5,2.0,4,1.0,17,1,0,0,2,0,13,3,0.21,10588
2019,21495,40330,4,5,1.4,4,1.0,17,1,0,0,0,0,12,2,2.18,10589
2017,37810,46882,4,5,2.0,4,1.0,18,2,0,0,2,0,18,3,3.45,10590
2016,26810,59816,4,5,2.0,4,1.0,18,1,0,0,2,0,18,3,4.49,10591
2018,41910,55273,4,5,2.0,4,1.0,18,2,0,0,2,0,18,3,3.3,10592
2017,19810,52809,4,5,2.5,4,2.0,18,1,0,0,0,0,0,0,3.7,10593
2016,99910,3921,2,2,3.0,6,3.0,18,2,0,0,3,0,18,3,2.16,10594
2020,55370,2500,4,5,2.0,4,2.0,18,1,0,0,2,0,18,3,0.1,10595
2016,17910,30789,4,5,1.5,3,4.0,18,1,0,0,0,0,26,5,3.28,10596
2013,8985,123604,4,5,1.6,4,1.0,18,0,0,1,0,0,16,2,8.65,10597
2012,9985,190033,4,5,2.0,4,2.0,18,0,0,0,2,0,18,3,11.92,10598
2017,17985,76311,4,5,2.5,4,4.0,18,0,0,0,0,0,15,0,4.68,10599
2013,9985,106524,4,6,2.5,4,1.0,18,0,0,0,0,0,15,0,7.94,10600
2006,5810,112637,4,7,3.5,6,7.0,18,0,0,0,0,0,6,0,11.69,10601
2017,23988,71610,4,5,1.8,4,9.0,18,4,0,0,2,0,17,3,4.48,10602
2014,13988,146072,4,5,3.7,6,1.0,18,1,0,0,2,0,3,0,9.09,10603
2016,14788,56900,4,5,1.8,4,4.0,18,5,0,0,0,0,17,3,4.37,10604
2018,36810,12769,2,4,2.0,4,3.0,18,2,4,0,2,0,18,3,1.53,10605
2016,25810,62892,2,4,2.0,4,3.0,18,5,0,0,2,0,18,3,4.62,10606
2015,12860,100790,4,5,2.5,4,1.0,18,2,0,0,3,0,25,2,6.7,10607
2017,23710,64676,4,5,2.5,4,1.0,18,2,0,0,0,0,0,0,4.19,10608
2018,22449,27147,4,5,1.5,4,2.0,18,2,0,0,0,0,12,2,2.13,10609
2013,13500,38425,4,8,3.6,6,2.0,18,4,0,0,0,0,12,2,5.1,10610
2008,17888,180000,4,5,4.0,6,2.0,18,7,0,0,4,0,0,0,13.5,10611
2008,26900,72000,4,5,6.2,8,1.0,18,7,0,0,3,0,13,3,9.0,10612
2019,34899,16072,2,4,2.3,4,6.0,18,5,0,0,3,0,16,2,1.17,10613
2017,19991,51137,2,5,2.5,4,2.0,18,4,0,0,2,0,5,0,3.63,10614
2018,16997,42552,2,5,1.8,4,1.0,18,3,0,0,0,0,0,0,2.77,10615
2002,39999,103000,2,2,3.6,6,3.0,18,7,0,1,2,0,30,3,13.29,10616
2013,9999,22900,4,5,1.6,4,1.0,18,2,0,0,0,0,9,1,4.45,10617
2019,40988,8230,4,5,2.0,4,4.0,18,5,0,0,2,0,17,3,0.84,10618
2002,2510,117056,4,5,1.8,4,1.0,18,5,0,0,0,0,17,3,13.88,10619
2013,9960,92326,4,4,1.6,4,1.0,18,1,0,0,2,0,26,5,7.35,10620
2016,12910,71329,2,4,1.5,3,4.0,18,1,0,0,0,0,26,5,4.97,10621
2012,9700,104232,4,5,1.8,4,1.0,18,4,0,0,0,0,6,0,8.34,10622
2017,27800,23704,4,5,2.0,4,1.0,18,2,4,0,2,0,18,3,2.49,10623
2017,41800,71037,4,5,3.0,6,2.0,18,7,0,0,2,0,18,3,4.46,10624
2016,37700,67809,4,5,3.0,6,2.0,18,2,0,0,2,0,18,3,4.83,10625
2017,15600,72813,4,5,1.5,4,1.0,18,1,0,0,0,0,12,2,4.53,10626
2013,9999,214249,4,5,2.0,4,2.0,18,2,0,0,0,0,15,0,12.43,10627
2007,5500,116000,4,5,2.5,4,9.0,18,7,0,0,2,0,8,0,11.33,10628
2010,11700,144850,2,4,3.7,6,3.0,18,1,1,0,2,0,22,0,11.04,10629
2014,18800,68587,4,5,2.0,4,1.0,18,4,0,1,2,0,20,3,5.86,10630
2016,19850,79467,4,5,2.0,4,1.0,18,1,3,0,2,0,18,3,5.31,10631
2016,17985,70652,4,5,2.5,4,2.0,18,5,0,0,0,0,15,0,4.94,10632
2006,8985,172072,4,5,3.5,6,1.0,18,2,0,0,3,0,11,0,14.17,10633
2016,14985,87122,4,5,2.0,4,4.0,18,3,0,0,0,0,15,0,5.63,10634
2018,20888,70680,4,5,2.4,4,9.0,18,8,0,0,2,0,2,1,3.94,10635
2012,9500,106500,4,5,1.8,4,7.0,18,0,0,0,0,0,0,0,8.44,10636
2010,6900,158382,4,5,2.0,4,1.0,18,3,0,0,2,0,20,3,11.6,10637
2012,8810,188593,4,4,1.4,4,4.0,18,1,0,0,0,3,12,2,11.86,10638
2015,10840,12129,4,5,2.0,4,4.0,18,3,0,0,0,0,16,2,3.01,10639
2015,10801,82551,4,5,2.0,4,1.0,18,1,0,0,0,0,16,2,5.94,10640
2014,22700,74562,4,7,3.5,6,2.0,18,2,0,0,2,0,3,0,6.11,10641
2013,12888,183217,4,5,3.6,6,2.0,18,1,0,0,2,0,25,2,11.13,10642
2015,19950,128854,2,4,1.4,4,1.0,18,2,0,0,0,3,12,2,7.87,10643
2019,29288,9392,4,5,1.8,4,9.0,18,5,0,0,2,0,17,3,0.89,10644
2013,5980,193042,4,5,2.4,4,1.0,18,7,1,0,0,0,9,1,11.54,10645
2020,43690,14147,2,4,2.0,4,3.0,18,5,0,0,2,0,18,3,0.59,10646
2016,25690,71285,2,4,2.0,4,3.0,18,1,4,0,2,0,18,3,4.97,10647
2007,3800,126764,2,2,3.7,6,5.0,18,2,1,0,3,0,1,2,11.78,10648
2016,23690,55486,4,5,2.0,4,1.0,18,4,0,0,2,0,18,3,4.31,10649
2020,49910,14440,4,5,2.0,4,2.0,18,1,0,0,2,0,18,3,0.6,10650
2014,13690,123509,4,5,2.5,4,2.0,18,2,0,0,0,0,0,0,8.15,10651
2017,33810,63241,4,5,2.0,4,2.0,18,2,0,0,2,0,18,3,4.14,10652
2013,6995,107502,4,5,1.4,4,1.0,18,2,0,0,0,0,12,2,7.98,10653
2016,27990,60901,4,8,3.5,6,7.0,18,2,1,0,0,0,6,0,4.54,10654
2017,21388,61439,2,5,2.5,4,2.0,18,1,0,0,2,0,0,0,4.06,10655
2011,11900,132000,4,5,3.0,6,1.0,18,2,0,0,2,0,13,3,10.0,10656
2008,5500,204933,4,5,3.8,6,1.0,18,4,0,0,0,0,21,2,14.54,10657
2013,19000,138385,4,6,5.3,8,5.0,18,2,0,0,4,0,10,2,9.27,10658
2012,16888,83000,4,5,2.0,4,2.0,18,4,3,0,2,0,20,3,7.46,10659
2013,9800,150235,4,5,3.5,6,1.0,18,4,0,0,0,0,0,0,9.76,10660
2016,22960,64193,4,5,2.0,4,1.0,18,1,0,0,2,0,18,3,4.67,10661
2017,26700,47906,4,5,2.0,4,1.0,18,1,3,0,2,0,18,3,3.5,10662
2011,9840,201874,4,5,3.0,6,2.0,18,0,0,0,2,0,18,3,12.91,10663
2016,16988,53610,4,5,1.8,4,1.0,18,4,0,0,0,0,17,3,4.23,10664
2016,11995,21794,4,5,1.6,4,4.0,18,4,0,0,0,0,9,1,2.91,10665
2013,14995,150806,4,5,2.0,4,2.0,18,4,0,0,2,0,2,1,9.78,10666
2019,31988,5674,4,5,2.0,4,9.0,18,4,0,0,2,0,26,5,0.74,10667
2014,9370,123569,4,5,1.6,4,2.0,18,0,0,0,2,0,26,5,8.15,10668
2016,24971,44282,4,5,2.0,4,2.0,18,1,0,0,2,0,18,3,3.85,10669
2018,27888,10446,4,5,1.5,4,2.0,18,3,0,0,0,0,12,2,1.44,10670
2007,10900,185000,2,4,3.0,6,6.0,18,1,0,0,3,0,18,3,14.21,10671
2016,26884,41109,4,5,2.0,4,4.0,18,1,0,0,2,0,18,3,3.71,10672
2019,69988,3129,4,5,6.6,8,5.0,18,2,0,0,4,2,10,2,0.63,10673
2018,16800,71096,4,5,2.5,4,1.0,18,1,0,0,0,0,5,0,3.96,10674
2016,17999,62039,4,5,2.4,4,1.0,18,1,0,0,0,0,3,0,4.58,10675
2020,52970,4729,4,5,2.0,4,1.0,18,4,0,0,2,0,18,3,0.2,10676
2019,63972,3521,4,5,3.0,6,2.0,18,4,0,0,2,0,18,3,0.65,10677
2020,50998,601,4,5,2.0,4,1.0,18,4,0,0,2,0,18,3,0.03,10678
2020,72865,5750,4,5,3.0,6,2.0,18,1,0,0,2,0,18,3,0.24,10679
2017,17985,95418,4,5,2.5,4,1.0,18,4,0,0,0,0,15,0,5.48,10680
2017,17985,87806,4,5,2.5,4,1.0,18,5,0,0,0,0,15,0,5.16,10681
2017,25985,78212,4,7,2.5,4,2.0,18,2,0,0,2,0,15,0,4.76,10682
2016,16985,89283,4,5,2.5,4,1.0,18,4,0,0,0,0,15,0,5.72,10683
2019,29945,19471,5,7,3.0,6,2.0,18,2,0,0,4,0,24,0,1.31,10684
2017,15888,44830,4,5,2.4,4,2.0,18,2,0,0,0,0,1,2,3.37,10685
2019,22388,40177,2,5,3.6,6,1.0,18,4,1,0,0,0,12,2,2.17,10686
2018,29888,81181,2,7,3.6,6,2.0,18,4,0,0,2,0,12,2,4.38,10687
2019,19744,12600,4,5,1.4,4,1.0,18,5,0,0,0,0,17,3,1.02,10688
2019,39988,14414,4,7,3.6,6,2.0,18,1,0,0,2,0,17,3,1.1,10689
2016,13588,53132,4,5,1.4,4,1.0,18,7,0,0,0,0,17,3,4.21,10690
2016,31850,45906,2,4,2.0,4,6.0,18,5,0,0,2,0,18,3,3.91,10691
2016,24887,65200,4,5,2.0,4,2.0,18,4,0,0,2,0,18,3,4.72,10692
2007,4995,150369,4,5,4.6,8,1.0,18,0,0,0,0,0,21,2,12.77,10693
2007,4495,239950,4,5,2.4,4,1.0,18,5,0,0,0,0,3,0,16.5,10694
2012,7495,174480,4,5,2.5,5,1.0,18,1,0,0,0,0,19,4,11.27,10695
2015,5495,157818,4,5,1.6,4,4.0,18,0,0,1,0,0,5,0,9.08,10696
2016,20985,82411,4,5,2.5,4,2.0,18,5,0,0,2,0,15,0,5.43,10697
2016,25888,61048,2,5,3.6,6,2.0,18,1,0,0,2,0,10,2,4.54,10698
2017,23999,52839,4,5,2.0,4,1.0,18,2,0,0,2,0,20,3,3.7,10699
2020,49800,19543,4,5,2.0,4,2.0,18,5,0,0,2,0,18,3,0.81,10700
2019,42975,7746,4,5,2.0,4,1.0,18,2,0,0,2,0,18,3,0.82,10701
2017,19750,60778,4,5,1.8,4,2.0,18,0,1,0,2,0,6,0,4.03,10702
2015,14500,119090,4,5,2.5,4,2.0,18,1,0,0,2,0,5,0,7.46,10703
2016,14788,66170,4,5,1.8,4,4.0,18,1,0,0,0,0,17,3,4.76,10704
2018,17995,54679,4,5,2.0,4,1.0,18,5,0,0,0,0,9,1,3.28,10705
2018,18995,32290,4,5,2.4,4,1.0,18,1,0,0,0,0,9,1,2.35,10706
2011,3995,181102,4,5,3.5,6,1.0,18,0,0,0,0,0,12,2,12.05,10707
2016,19985,61376,4,5,2.5,4,2.0,18,5,0,0,0,0,15,0,4.56,10708
2016,12788,94641,4,5,1.4,4,1.0,18,2,0,0,0,0,12,2,5.94,10709
2016,41900,20900,4,5,3.5,6,2.0,18,1,3,0,2,0,11,0,2.87,10710
2019,30988,10600,4,5,2.0,4,2.0,18,4,0,0,2,0,26,5,0.94,10711
2011,15500,100158,4,5,3.5,6,2.0,18,2,0,0,2,0,22,0,8.67,10712
2020,56063,90,4,5,2.0,4,2.0,18,2,0,0,2,0,18,3,0.0,10713
2016,13485,74889,4,5,2.0,4,1.0,18,0,0,0,0,0,15,0,5.12,10714
2017,15985,94793,4,5,2.0,4,1.0,18,5,0,0,0,0,2,1,5.45,10715
2015,20985,100395,4,7,3.7,6,2.0,18,1,0,0,2,0,15,0,6.68,10716
2015,14900,165363,4,5,3.5,6,2.0,18,1,0,0,2,0,0,0,9.39,10717
2014,11995,114208,4,7,3.6,6,7.0,18,0,0,0,0,0,1,2,7.76,10718
2019,32100,17329,3,2,6.0,8,8.0,18,1,1,0,3,0,10,2,1.22,10719
2017,36999,39123,4,5,5.3,8,5.0,18,2,0,0,4,0,12,2,3.13,10720
2016,21988,42172,4,5,2.0,4,2.0,18,1,0,0,2,0,17,3,3.76,10721
2016,17985,43561,4,5,2.0,4,2.0,18,4,0,0,2,0,15,0,3.82,10722
2016,22985,52730,4,5,2.5,4,2.0,18,5,0,0,2,0,15,0,4.2,10723
2013,11985,123868,4,4,1.6,4,1.0,18,8,0,1,2,0,26,5,8.66,10724
2012,5500,228238,4,7,3.5,6,2.0,18,7,0,0,2,0,9,1,13.51,10725
2012,13995,175305,4,8,3.5,6,2.0,18,0,0,0,4,0,6,0,11.3,10726
2014,31995,50699,4,5,3.5,6,2.0,18,0,0,0,2,0,13,3,5.11,10727
2019,39978,26340,4,5,2.0,4,1.0,18,2,0,0,2,0,18,3,1.6,10728
2019,34500,16969,2,2,6.0,8,8.0,18,1,1,0,3,0,10,2,1.21,10729
2019,25988,11644,2,4,2.0,4,4.0,18,2,0,0,0,0,17,3,0.99,10730
2019,62798,14514,4,5,3.0,6,2.0,18,1,0,0,2,0,18,3,1.1,10731
2020,49988,5772,4,5,2.0,4,2.0,18,4,0,0,2,0,18,3,0.24,10732
2011,16900,72000,2,4,2.5,5,6.0,18,2,2,0,0,0,19,4,7.5,10733
2013,35900,139000,4,5,4.8,8,2.0,18,2,0,0,2,0,30,3,9.29,10734
2018,27995,67030,4,7,3.3,6,2.0,18,1,0,0,2,0,9,1,3.79,10735
2012,8498,120271,4,5,2.4,4,1.0,18,2,0,0,0,0,1,2,9.01,10736
2014,24999,127051,4,4,4.6,8,1.0,18,0,0,0,2,0,13,3,8.29,10737
2017,38500,32995,4,5,2.0,4,1.0,18,1,0,0,2,0,18,3,2.87,10738
2010,9999,164852,4,5,2.5,4,2.0,18,0,0,0,2,0,8,0,11.87,10739
2009,6999,150455,4,5,1.8,4,1.0,18,7,1,0,0,0,0,0,11.77,10740
2016,27988,67113,4,5,2.0,4,1.0,18,4,0,0,2,0,18,3,4.8,10741
2018,41800,27455,4,5,2.0,4,1.0,18,2,0,0,2,0,18,3,2.14,10742
2019,22988,11645,4,5,1.8,4,9.0,18,1,0,0,2,0,17,3,0.99,10743
2014,13900,135000,4,5,2.0,4,1.0,18,2,2,0,2,0,18,3,8.62,10744
2016,12999,87161,4,5,1.8,4,1.0,18,0,0,0,0,0,5,0,5.63,10745
2013,12500,18605,4,5,1.8,4,1.0,18,3,0,0,0,0,2,1,4.28,10746
2016,12999,132000,4,5,3.2,6,2.0,18,3,0,0,0,0,4,2,7.5,10747
